id,cpuUsage,dataId,description,name,receivedDate,sendedDate,timeDiff
32,2.9,145,description145,name145,2019-05-03 14:10:59.276000,2019-05-03 14:10:58.142000,1134
33,3.7,154,description154,name154,2019-05-03 14:10:59.282000,2019-05-03 14:10:58.142000,1140
34,3.1,156,description156,name156,2019-05-03 14:10:59.287000,2019-05-03 14:10:58.142000,1145
35,3.4,158,description158,name158,2019-05-03 14:10:59.291000,2019-05-03 14:10:58.142000,1149
36,3.3,190,description190,name190,2019-05-03 14:10:59.295000,2019-05-03 14:10:58.142000,1153
37,3.5,195,description195,name195,2019-05-03 14:10:59.299000,2019-05-03 14:10:58.142000,1157
38,3.6,196,description196,name196,2019-05-03 14:10:59.303000,2019-05-03 14:10:58.142000,1161
39,3.5,198,description198,name198,2019-05-03 14:10:59.306000,2019-05-03 14:10:58.142000,1164
40,3.9,199,description199,name199,2019-05-03 14:10:59.310000,2019-05-03 14:10:58.142000,1168
41,4.1,204,description204,name204,2019-05-03 14:10:59.313000,2019-05-03 14:10:58.142000,1171
42,3.8,207,description207,name207,2019-05-03 14:10:59.317000,2019-05-03 14:10:58.142000,1175
43,3.8,215,description215,name215,2019-05-03 14:10:59.322000,2019-05-03 14:10:58.142000,1180
44,4.5,219,description219,name219,2019-05-03 14:10:59.325000,2019-05-03 14:10:58.142000,1183
45,2.8,222,description222,name222,2019-05-03 14:10:59.329000,2019-05-03 14:10:58.142000,1187
46,1.2,227,description227,name227,2019-05-03 14:10:59.340000,2019-05-03 14:10:58.142000,1198
47,6.8,244,description244,name244,2019-05-03 14:10:59.345000,2019-05-03 14:10:58.142000,1203
48,4.1,247,description247,name247,2019-05-03 14:10:59.348000,2019-05-03 14:10:58.142000,1206
49,3.5,257,description257,name257,2019-05-03 14:10:59.351000,2019-05-03 14:10:58.142000,1209
50,3.4,265,description265,name265,2019-05-03 14:10:59.355000,2019-05-03 14:10:58.142000,1213
51,3.9,269,description269,name269,2019-05-03 14:10:59.358000,2019-05-03 14:10:58.142000,1216
52,1.9,272,description272,name272,2019-05-03 14:10:59.365000,2019-05-03 14:10:58.142000,1223
53,4.1,278,description278,name278,2019-05-03 14:10:59.368000,2019-05-03 14:10:58.142000,1226
54,7.8,279,description279,name279,2019-05-03 14:10:59.371000,2019-05-03 14:10:58.142000,1229
55,4.5,281,description281,name281,2019-05-03 14:10:59.374000,2019-05-03 14:10:58.142000,1232
56,4.7,287,description287,name287,2019-05-03 14:10:59.378000,2019-05-03 14:10:58.142000,1236
57,4.1,288,description288,name288,2019-05-03 14:10:59.381000,2019-05-03 14:10:58.142000,1239
58,4.7,293,description293,name293,2019-05-03 14:10:59.384000,2019-05-03 14:10:58.142000,1242
59,4.1,295,description295,name295,2019-05-03 14:10:59.386000,2019-05-03 14:10:58.142000,1244
60,4.2,300,description300,name300,2019-05-03 14:10:59.390000,2019-05-03 14:10:58.142000,1248
61,4,304,description304,name304,2019-05-03 14:10:59.393000,2019-05-03 14:10:58.142000,1251
62,4.5,308,description308,name308,2019-05-03 14:10:59.396000,2019-05-03 14:10:58.142000,1254
63,4.2,311,description311,name311,2019-05-03 14:10:59.399000,2019-05-03 14:10:58.142000,1257
64,4.8,313,description313,name313,2019-05-03 14:10:59.402000,2019-05-03 14:10:58.142000,1260
65,4.6,316,description316,name316,2019-05-03 14:10:59.405000,2019-05-03 14:10:58.142000,1263
66,4.6,319,description319,name319,2019-05-03 14:10:59.408000,2019-05-03 14:10:58.142000,1266
67,3.9,326,description326,name326,2019-05-03 14:10:59.411000,2019-05-03 14:10:58.142000,1269
68,4.3,329,description329,name329,2019-05-03 14:10:59.414000,2019-05-03 14:10:58.142000,1272
69,4.3,335,description335,name335,2019-05-03 14:10:59.417000,2019-05-03 14:10:58.142000,1275
70,3.9,337,description337,name337,2019-05-03 14:10:59.420000,2019-05-03 14:10:58.142000,1278
71,3.4,347,description347,name347,2019-05-03 14:10:59.424000,2019-05-03 14:10:58.142000,1282
72,4.6,348,description348,name348,2019-05-03 14:10:59.427000,2019-05-03 14:10:58.142000,1285
73,4.3,355,description355,name355,2019-05-03 14:10:59.430000,2019-05-03 14:10:58.142000,1288
74,4,360,description360,name360,2019-05-03 14:10:59.433000,2019-05-03 14:10:58.142000,1291
75,4.3,361,description361,name361,2019-05-03 14:10:59.436000,2019-05-03 14:10:58.142000,1294
76,4.3,366,description366,name366,2019-05-03 14:10:59.439000,2019-05-03 14:10:58.142000,1297
77,3.7,367,description367,name367,2019-05-03 14:10:59.443000,2019-05-03 14:10:58.142000,1301
78,4.1,369,description369,name369,2019-05-03 14:10:59.446000,2019-05-03 14:10:58.142000,1304
79,4.4,389,description389,name389,2019-05-03 14:10:59.449000,2019-05-03 14:10:58.142000,1307
80,4,402,description402,name402,2019-05-03 14:10:59.452000,2019-05-03 14:10:58.142000,1310
81,3.9,405,description405,name405,2019-05-03 14:10:59.455000,2019-05-03 14:10:58.142000,1313
82,3.3,409,description409,name409,2019-05-03 14:10:59.460000,2019-05-03 14:10:58.142000,1318
83,5,410,description410,name410,2019-05-03 14:10:59.463000,2019-05-03 14:10:58.142000,1321
84,1.7,423,description423,name423,2019-05-03 14:10:59.472000,2019-05-03 14:10:58.142000,1330
85,4.9,428,description428,name428,2019-05-03 14:10:59.475000,2019-05-03 14:10:58.142000,1333
86,4.4,432,description432,name432,2019-05-03 14:10:59.479000,2019-05-03 14:10:58.142000,1337
87,4.1,449,description449,name449,2019-05-03 14:10:59.482000,2019-05-03 14:10:58.142000,1340
88,4.4,450,description450,name450,2019-05-03 14:10:59.485000,2019-05-03 14:10:58.142000,1343
89,4.6,460,description460,name460,2019-05-03 14:10:59.489000,2019-05-03 14:10:58.142000,1347
90,3.9,470,description470,name470,2019-05-03 14:10:59.494000,2019-05-03 14:10:58.142000,1352
91,5.3,471,description471,name471,2019-05-03 14:10:59.497000,2019-05-03 14:10:58.142000,1355
92,7.4,472,description472,name472,2019-05-03 14:10:59.502000,2019-05-03 14:10:58.142000,1360
93,4,474,description474,name474,2019-05-03 14:10:59.505000,2019-05-03 14:10:58.142000,1363
94,4.1,476,description476,name476,2019-05-03 14:10:59.511000,2019-05-03 14:10:58.142000,1369
95,3.9,483,description483,name483,2019-05-03 14:10:59.517000,2019-05-03 14:10:58.142000,1375
96,4,485,description485,name485,2019-05-03 14:10:59.520000,2019-05-03 14:10:58.142000,1378
97,4.5,491,description491,name491,2019-05-03 14:10:59.524000,2019-05-03 14:10:58.142000,1382
98,3.9,493,description493,name493,2019-05-03 14:10:59.528000,2019-05-03 14:10:58.142000,1386
99,3.9,499,description499,name499,2019-05-03 14:10:59.532000,2019-05-03 14:10:58.142000,1390
100,5.5,500,description500,name500,2019-05-03 14:10:59.536000,2019-05-03 14:10:58.142000,1394
101,6.3,525,description525,name525,2019-05-03 14:10:59.540000,2019-05-03 14:10:58.142000,1398
102,3.8,527,description527,name527,2019-05-03 14:10:59.544000,2019-05-03 14:10:58.142000,1402
103,4.7,528,description528,name528,2019-05-03 14:10:59.548000,2019-05-03 14:10:58.142000,1406
104,5.5,532,description532,name532,2019-05-03 14:10:59.553000,2019-05-03 14:10:58.142000,1411
105,4.4,550,description550,name550,2019-05-03 14:10:59.556000,2019-05-03 14:10:58.142000,1414
106,4,560,description560,name560,2019-05-03 14:10:59.561000,2019-05-03 14:10:58.142000,1419
107,3.8,563,description563,name563,2019-05-03 14:10:59.565000,2019-05-03 14:10:58.142000,1423
108,3.8,564,description564,name564,2019-05-03 14:10:59.569000,2019-05-03 14:10:58.142000,1427
109,3.6,565,description565,name565,2019-05-03 14:10:59.574000,2019-05-03 14:10:58.142000,1432
110,4.5,568,description568,name568,2019-05-03 14:10:59.577000,2019-05-03 14:10:58.142000,1435
111,4.2,569,description569,name569,2019-05-03 14:10:59.580000,2019-05-03 14:10:58.142000,1438
112,4.7,570,description570,name570,2019-05-03 14:10:59.586000,2019-05-03 14:10:58.142000,1444
113,0.6,587,description587,name587,2019-05-03 14:10:59.616000,2019-05-03 14:10:58.142000,1474
114,0.7,602,description602,name602,2019-05-03 14:10:59.641000,2019-05-03 14:10:58.142000,1499
115,3.6,603,description603,name603,2019-05-03 14:10:59.647000,2019-05-03 14:10:58.142000,1505
116,3.6,608,description608,name608,2019-05-03 14:10:59.652000,2019-05-03 14:10:58.142000,1510
117,3.1,621,description621,name621,2019-05-03 14:10:59.657000,2019-05-03 14:10:58.142000,1515
118,3,623,description623,name623,2019-05-03 14:10:59.661000,2019-05-03 14:10:58.142000,1519
119,3.2,638,description638,name638,2019-05-03 14:10:59.666000,2019-05-03 14:10:58.142000,1524
120,3.9,642,description642,name642,2019-05-03 14:10:59.671000,2019-05-03 14:10:58.142000,1529
121,5.6,644,description644,name644,2019-05-03 14:10:59.674000,2019-05-03 14:10:58.142000,1532
122,3.5,666,description666,name666,2019-05-03 14:10:59.678000,2019-05-03 14:10:58.142000,1536
123,3.6,668,description668,name668,2019-05-03 14:10:59.682000,2019-05-03 14:10:58.142000,1540
124,3.3,675,description675,name675,2019-05-03 14:10:59.687000,2019-05-03 14:10:58.142000,1545
125,7.2,682,description682,name682,2019-05-03 14:10:59.691000,2019-05-03 14:10:58.142000,1549
126,3.9,683,description683,name683,2019-05-03 14:10:59.695000,2019-05-03 14:10:58.142000,1553
127,6.9,687,description687,name687,2019-05-03 14:10:59.700000,2019-05-03 14:10:58.142000,1558
128,7,691,description691,name691,2019-05-03 14:10:59.704000,2019-05-03 14:10:58.142000,1562
129,7.6,701,description701,name701,2019-05-03 14:10:59.709000,2019-05-03 14:10:58.142000,1567
130,5.2,709,description709,name709,2019-05-03 14:10:59.713000,2019-05-03 14:10:58.142000,1571
131,3.3,718,description718,name718,2019-05-03 14:10:59.717000,2019-05-03 14:10:58.142000,1575
132,4.3,719,description719,name719,2019-05-03 14:10:59.722000,2019-05-03 14:10:58.142000,1580
133,3.7,725,description725,name725,2019-05-03 14:10:59.726000,2019-05-03 14:10:58.142000,1584
134,3.4,729,description729,name729,2019-05-03 14:10:59.730000,2019-05-03 14:10:58.142000,1588
135,3.8,734,description734,name734,2019-05-03 14:10:59.735000,2019-05-03 14:10:58.142000,1593
136,4,740,description740,name740,2019-05-03 14:10:59.738000,2019-05-03 14:10:58.142000,1596
137,3.8,744,description744,name744,2019-05-03 14:10:59.742000,2019-05-03 14:10:58.142000,1600
138,3.5,745,description745,name745,2019-05-03 14:10:59.747000,2019-05-03 14:10:58.142000,1605
139,4,762,description762,name762,2019-05-03 14:10:59.751000,2019-05-03 14:10:58.142000,1609
140,3.4,764,description764,name764,2019-05-03 14:10:59.755000,2019-05-03 14:10:58.142000,1613
141,3.7,767,description767,name767,2019-05-03 14:10:59.759000,2019-05-03 14:10:58.142000,1617
142,3.4,771,description771,name771,2019-05-03 14:10:59.762000,2019-05-03 14:10:58.142000,1620
143,5.2,773,description773,name773,2019-05-03 14:10:59.767000,2019-05-03 14:10:58.142000,1625
144,5.9,784,description784,name784,2019-05-03 14:10:59.772000,2019-05-03 14:10:58.142000,1630
145,3,795,description795,name795,2019-05-03 14:10:59.777000,2019-05-03 14:10:58.142000,1635
146,3.2,804,description804,name804,2019-05-03 14:10:59.783000,2019-05-03 14:10:58.142000,1641
147,3.6,811,description811,name811,2019-05-03 14:10:59.787000,2019-05-03 14:10:58.142000,1645
148,3.9,812,description812,name812,2019-05-03 14:10:59.790000,2019-05-03 14:10:58.142000,1648
149,3.4,834,description834,name834,2019-05-03 14:10:59.793000,2019-05-03 14:10:58.142000,1651
150,3.5,839,description839,name839,2019-05-03 14:10:59.796000,2019-05-03 14:10:58.142000,1654
151,3.5,840,description840,name840,2019-05-03 14:10:59.799000,2019-05-03 14:10:58.142000,1657
152,3.3,845,description845,name845,2019-05-03 14:10:59.802000,2019-05-03 14:10:58.142000,1660
153,3.3,856,description856,name856,2019-05-03 14:10:59.805000,2019-05-03 14:10:58.142000,1663
154,3.3,864,description864,name864,2019-05-03 14:10:59.809000,2019-05-03 14:10:58.142000,1667
155,3.1,871,description871,name871,2019-05-03 14:10:59.812000,2019-05-03 14:10:58.142000,1670
156,3.6,895,description895,name895,2019-05-03 14:10:59.815000,2019-05-03 14:10:58.142000,1673
157,3.5,900,description900,name900,2019-05-03 14:10:59.818000,2019-05-03 14:10:58.142000,1676
158,15.2,913,description913,name913,2019-05-03 14:10:59.822000,2019-05-03 14:10:58.142000,1680
159,3.9,916,description916,name916,2019-05-03 14:10:59.825000,2019-05-03 14:10:58.142000,1683
160,3.8,921,description921,name921,2019-05-03 14:10:59.828000,2019-05-03 14:10:58.142000,1686
161,3.4,924,description924,name924,2019-05-03 14:10:59.831000,2019-05-03 14:10:58.142000,1689
162,3.6,931,description931,name931,2019-05-03 14:10:59.834000,2019-05-03 14:10:58.142000,1692
163,3.1,945,description945,name945,2019-05-03 14:10:59.837000,2019-05-03 14:10:58.142000,1695
164,3.2,948,description948,name948,2019-05-03 14:10:59.840000,2019-05-03 14:10:58.142000,1698
165,3.3,954,description954,name954,2019-05-03 14:10:59.844000,2019-05-03 14:10:58.142000,1702
166,3.1,960,description960,name960,2019-05-03 14:10:59.847000,2019-05-03 14:10:58.142000,1705
167,3.2,962,description962,name962,2019-05-03 14:10:59.851000,2019-05-03 14:10:58.142000,1709
168,27.1,3,description3,name3,2019-05-03 14:10:59.858000,2019-05-03 14:10:58.142000,1716
169,23.6,9,description9,name9,2019-05-03 14:10:59.862000,2019-05-03 14:10:58.142000,1720
170,4.1,16,description16,name16,2019-05-03 14:10:59.866000,2019-05-03 14:10:58.142000,1724
171,3.4,29,description29,name29,2019-05-03 14:10:59.869000,2019-05-03 14:10:58.142000,1727
172,3.5,32,description32,name32,2019-05-03 14:10:59.873000,2019-05-03 14:10:58.142000,1731
173,2.1,40,description40,name40,2019-05-03 14:10:59.879000,2019-05-03 14:10:58.142000,1737
174,3.8,50,description50,name50,2019-05-03 14:10:59.882000,2019-05-03 14:10:58.142000,1740
175,4.4,57,description57,name57,2019-05-03 14:10:59.886000,2019-05-03 14:10:58.142000,1744
176,3.2,73,description73,name73,2019-05-03 14:10:59.890000,2019-05-03 14:10:58.142000,1748
177,3.6,78,description78,name78,2019-05-03 14:10:59.896000,2019-05-03 14:10:58.142000,1754
178,3.6,90,description90,name90,2019-05-03 14:10:59.901000,2019-05-03 14:10:58.142000,1759
179,3.3,97,description97,name97,2019-05-03 14:10:59.906000,2019-05-03 14:10:58.142000,1764
180,3.3,104,description104,name104,2019-05-03 14:10:59.910000,2019-05-03 14:10:58.142000,1768
181,3.7,105,description105,name105,2019-05-03 14:10:59.913000,2019-05-03 14:10:58.142000,1771
182,3.7,112,description112,name112,2019-05-03 14:10:59.917000,2019-05-03 14:10:58.142000,1775
183,2.8,114,description114,name114,2019-05-03 14:10:59.922000,2019-05-03 14:10:58.142000,1780
184,3.8,117,description117,name117,2019-05-03 14:10:59.926000,2019-05-03 14:10:58.142000,1784
185,3.8,123,description123,name123,2019-05-03 14:10:59.930000,2019-05-03 14:10:58.142000,1788
186,3.2,126,description126,name126,2019-05-03 14:10:59.935000,2019-05-03 14:10:58.142000,1793
187,3.8,128,description128,name128,2019-05-03 14:10:59.938000,2019-05-03 14:10:58.142000,1796
188,3.2,133,description133,name133,2019-05-03 14:10:59.944000,2019-05-03 14:10:58.142000,1802
189,4.3,143,description143,name143,2019-05-03 14:10:59.948000,2019-05-03 14:10:58.142000,1806
190,3.6,155,description155,name155,2019-05-03 14:10:59.952000,2019-05-03 14:10:58.142000,1810
191,2.8,164,description164,name164,2019-05-03 14:10:59.957000,2019-05-03 14:10:58.142000,1815
192,4.7,166,description166,name166,2019-05-03 14:10:59.960000,2019-05-03 14:10:58.142000,1818
193,6.8,172,description172,name172,2019-05-03 14:10:59.966000,2019-05-03 14:10:58.142000,1824
194,4.2,179,description179,name179,2019-05-03 14:10:59.971000,2019-05-03 14:10:58.142000,1829
195,3.7,180,description180,name180,2019-05-03 14:10:59.974000,2019-05-03 14:10:58.142000,1832
196,5.6,188,description188,name188,2019-05-03 14:10:59.979000,2019-05-03 14:10:58.142000,1837
197,5.8,212,description212,name212,2019-05-03 14:10:59.983000,2019-05-03 14:10:58.142000,1841
198,4,233,description233,name233,2019-05-03 14:10:59.986000,2019-05-03 14:10:58.142000,1844
199,5.2,236,description236,name236,2019-05-03 14:10:59.991000,2019-05-03 14:10:58.142000,1849
200,4.5,249,description249,name249,2019-05-03 14:10:59.994000,2019-05-03 14:10:58.142000,1852
201,4,250,description250,name250,2019-05-03 14:10:59.997000,2019-05-03 14:10:58.142000,1855
202,4,252,description252,name252,2019-05-03 14:11:00.000000,2019-05-03 14:10:58.142000,1858
203,3.5,263,description263,name263,2019-05-03 14:11:00.004000,2019-05-03 14:10:58.142000,1862
204,3.8,264,description264,name264,2019-05-03 14:11:00.007000,2019-05-03 14:10:58.142000,1865
205,4,270,description270,name270,2019-05-03 14:11:00.010000,2019-05-03 14:10:58.142000,1868
206,3.7,274,description274,name274,2019-05-03 14:11:00.013000,2019-05-03 14:10:58.142000,1871
207,3.7,289,description289,name289,2019-05-03 14:11:00.016000,2019-05-03 14:10:58.142000,1874
208,3.5,290,description290,name290,2019-05-03 14:11:00.019000,2019-05-03 14:10:58.142000,1877
209,3.5,306,description306,name306,2019-05-03 14:11:00.022000,2019-05-03 14:10:58.142000,1880
210,4.2,309,description309,name309,2019-05-03 14:11:00.025000,2019-05-03 14:10:58.142000,1883
211,3.5,322,description322,name322,2019-05-03 14:11:00.028000,2019-05-03 14:10:58.142000,1886
212,3.6,325,description325,name325,2019-05-03 14:11:00.031000,2019-05-03 14:10:58.142000,1889
213,3.6,331,description331,name331,2019-05-03 14:11:00.034000,2019-05-03 14:10:58.142000,1892
214,3.6,334,description334,name334,2019-05-03 14:11:00.037000,2019-05-03 14:10:58.142000,1895
215,3.9,346,description346,name346,2019-05-03 14:11:00.040000,2019-05-03 14:10:58.142000,1898
216,3.7,349,description349,name349,2019-05-03 14:11:00.043000,2019-05-03 14:10:58.142000,1901
217,3.8,363,description363,name363,2019-05-03 14:11:00.047000,2019-05-03 14:10:58.142000,1905
218,3.9,365,description365,name365,2019-05-03 14:11:00.052000,2019-05-03 14:10:58.142000,1910
219,5.3,368,description368,name368,2019-05-03 14:11:00.057000,2019-05-03 14:10:58.142000,1915
220,4.9,370,description370,name370,2019-05-03 14:11:00.063000,2019-05-03 14:10:58.142000,1921
221,4.3,374,description374,name374,2019-05-03 14:11:00.070000,2019-05-03 14:10:58.142000,1928
222,4.9,382,description382,name382,2019-05-03 14:11:00.077000,2019-05-03 14:10:58.142000,1935
223,5.6,385,description385,name385,2019-05-03 14:11:00.084000,2019-05-03 14:10:58.142000,1942
224,4.6,388,description388,name388,2019-05-03 14:11:00.089000,2019-05-03 14:10:58.142000,1947
225,4.2,393,description393,name393,2019-05-03 14:11:00.096000,2019-05-03 14:10:58.142000,1954
226,6.4,400,description400,name400,2019-05-03 14:11:00.101000,2019-05-03 14:10:58.142000,1959
227,3.7,401,description401,name401,2019-05-03 14:11:00.107000,2019-05-03 14:10:58.142000,1965
228,5.2,406,description406,name406,2019-05-03 14:11:00.112000,2019-05-03 14:10:58.142000,1970
229,4.3,407,description407,name407,2019-05-03 14:11:00.119000,2019-05-03 14:10:58.142000,1977
230,3.8,413,description413,name413,2019-05-03 14:11:00.123000,2019-05-03 14:10:58.142000,1981
231,5.5,414,description414,name414,2019-05-03 14:11:00.130000,2019-05-03 14:10:58.142000,1988
232,5.7,416,description416,name416,2019-05-03 14:11:00.135000,2019-05-03 14:10:58.142000,1993
233,3.1,418,description418,name418,2019-05-03 14:11:00.142000,2019-05-03 14:10:58.142000,2000
234,3.9,419,description419,name419,2019-05-03 14:11:00.149000,2019-05-03 14:10:58.142000,2007
235,3.5,427,description427,name427,2019-05-03 14:11:00.155000,2019-05-03 14:10:58.142000,2013
236,8,434,description434,name434,2019-05-03 14:11:00.161000,2019-05-03 14:10:58.142000,2019
237,5,435,description435,name435,2019-05-03 14:11:00.167000,2019-05-03 14:10:58.142000,2025
238,3.4,444,description444,name444,2019-05-03 14:11:00.173000,2019-05-03 14:10:58.142000,2031
239,2.5,468,description468,name468,2019-05-03 14:11:00.181000,2019-05-03 14:10:58.142000,2039
240,1.1,469,description469,name469,2019-05-03 14:11:00.213000,2019-05-03 14:10:58.142000,2071
241,4.7,481,description481,name481,2019-05-03 14:11:00.222000,2019-05-03 14:10:58.142000,2080
242,5.2,495,description495,name495,2019-05-03 14:11:00.229000,2019-05-03 14:10:58.142000,2087
243,11.3,497,description497,name497,2019-05-03 14:11:00.236000,2019-05-03 14:10:58.142000,2094
244,5.1,508,description508,name508,2019-05-03 14:11:00.244000,2019-05-03 14:10:58.142000,2102
245,5.5,513,description513,name513,2019-05-03 14:11:00.251000,2019-05-03 14:10:58.142000,2109
246,3.6,517,description517,name517,2019-05-03 14:11:00.259000,2019-05-03 14:10:58.142000,2117
247,2.9,518,description518,name518,2019-05-03 14:11:00.266000,2019-05-03 14:10:58.142000,2124
248,11.7,520,description520,name520,2019-05-03 14:11:00.274000,2019-05-03 14:10:58.142000,2132
249,20.7,526,description526,name526,2019-05-03 14:11:00.281000,2019-05-03 14:10:58.142000,2139
250,5.4,536,description536,name536,2019-05-03 14:11:00.288000,2019-05-03 14:10:58.142000,2146
251,4.6,540,description540,name540,2019-05-03 14:11:00.292000,2019-05-03 14:10:58.142000,2150
252,4.7,545,description545,name545,2019-05-03 14:11:00.299000,2019-05-03 14:10:58.142000,2157
253,3.5,551,description551,name551,2019-05-03 14:11:00.306000,2019-05-03 14:10:58.142000,2164
254,4,552,description552,name552,2019-05-03 14:11:00.309000,2019-05-03 14:10:58.142000,2167
255,5.5,555,description555,name555,2019-05-03 14:11:00.314000,2019-05-03 14:10:58.142000,2172
256,13.7,571,description571,name571,2019-05-03 14:11:00.319000,2019-05-03 14:10:58.142000,2177
257,10.5,585,description585,name585,2019-05-03 14:11:00.323000,2019-05-03 14:10:58.142000,2181
258,10.7,586,description586,name586,2019-05-03 14:11:00.328000,2019-05-03 14:10:58.142000,2186
259,4.7,592,description592,name592,2019-05-03 14:11:00.332000,2019-05-03 14:10:58.142000,2190
260,1.8,612,description612,name612,2019-05-03 14:11:00.341000,2019-05-03 14:10:58.142000,2199
261,6.3,618,description618,name618,2019-05-03 14:11:00.348000,2019-05-03 14:10:58.142000,2206
262,5,624,description624,name624,2019-05-03 14:11:00.353000,2019-05-03 14:10:58.142000,2211
263,5,626,description626,name626,2019-05-03 14:11:00.358000,2019-05-03 14:10:58.142000,2216
264,3.5,627,description627,name627,2019-05-03 14:11:00.364000,2019-05-03 14:10:58.142000,2222
265,4.9,639,description639,name639,2019-05-03 14:11:00.368000,2019-05-03 14:10:58.142000,2226
266,5.5,645,description645,name645,2019-05-03 14:11:00.372000,2019-05-03 14:10:58.142000,2230
267,4.8,671,description671,name671,2019-05-03 14:11:00.374000,2019-05-03 14:10:58.142000,2232
268,4.2,678,description678,name678,2019-05-03 14:11:00.377000,2019-05-03 14:10:58.142000,2235
269,3.5,684,description684,name684,2019-05-03 14:11:00.383000,2019-05-03 14:10:58.142000,2241
270,4.7,690,description690,name690,2019-05-03 14:11:00.389000,2019-05-03 14:10:58.142000,2247
271,3.9,700,description700,name700,2019-05-03 14:11:00.394000,2019-05-03 14:10:58.142000,2252
272,3.1,707,description707,name707,2019-05-03 14:11:00.400000,2019-05-03 14:10:58.142000,2258
273,6.4,708,description708,name708,2019-05-03 14:11:00.405000,2019-05-03 14:10:58.142000,2263
274,4.9,710,description710,name710,2019-05-03 14:11:00.409000,2019-05-03 14:10:58.142000,2267
275,4.2,720,description720,name720,2019-05-03 14:11:00.414000,2019-05-03 14:10:58.142000,2272
276,4.3,723,description723,name723,2019-05-03 14:11:00.418000,2019-05-03 14:10:58.142000,2276
277,3.6,726,description726,name726,2019-05-03 14:11:00.421000,2019-05-03 14:10:58.142000,2279
278,3.3,730,description730,name730,2019-05-03 14:11:00.427000,2019-05-03 14:10:58.142000,2285
279,5.1,732,description732,name732,2019-05-03 14:11:00.432000,2019-05-03 14:10:58.142000,2290
280,3.1,735,description735,name735,2019-05-03 14:11:00.436000,2019-05-03 14:10:58.142000,2294
281,4.2,736,description736,name736,2019-05-03 14:11:00.440000,2019-05-03 14:10:58.142000,2298
282,4.8,742,description742,name742,2019-05-03 14:11:00.445000,2019-05-03 14:10:58.142000,2303
283,6.5,752,description752,name752,2019-05-03 14:11:00.450000,2019-05-03 14:10:58.142000,2308
284,3,768,description768,name768,2019-05-03 14:11:00.455000,2019-05-03 14:10:58.142000,2313
285,4.3,769,description769,name769,2019-05-03 14:11:00.462000,2019-05-03 14:10:58.142000,2320
