id,cpuUsage,dataId,description,name,receivedDate,sendedDate,timeDiff
67,50.4,3948,description3948,name3948,2019-05-03 14:00:36.648000,2019-05-03 14:00:34.811000,1837
68,23.3,3947,description3947,name3947,2019-05-03 14:00:36.647000,2019-05-03 14:00:34.811000,1836
71,11.2,3952,description3952,name3952,2019-05-03 14:00:36.767000,2019-05-03 14:00:34.811000,1956
72,58.8,3951,description3951,name3951,2019-05-03 14:00:36.767000,2019-05-03 14:00:34.811000,1956
75,14.7,12,description12,name12,2019-05-03 14:00:36.792000,2019-05-03 14:00:34.810000,1982
77,23.3,13,description13,name13,2019-05-03 14:00:36.801000,2019-05-03 14:00:34.810000,1991
79,9.2,4066,description4066,name4066,2019-05-03 14:00:36.818000,2019-05-03 14:00:34.811000,2007
80,60.3,4068,description4068,name4068,2019-05-03 14:00:36.824000,2019-05-03 14:00:34.811000,2013
83,24.7,4070,description4070,name4070,2019-05-03 14:00:36.832000,2019-05-03 14:00:34.811000,2021
84,37.2,4071,description4071,name4071,2019-05-03 14:00:36.834000,2019-05-03 14:00:34.811000,2023
87,23.4,4073,description4073,name4073,2019-05-03 14:00:36.844000,2019-05-03 14:00:34.811000,2033
88,10.7,4039,description4039,name4039,2019-05-03 14:00:36.893000,2019-05-03 14:00:34.811000,2082
89,34.6,4041,description4041,name4041,2019-05-03 14:00:36.901000,2019-05-03 14:00:34.811000,2090
92,9.7,4043,description4043,name4043,2019-05-03 14:00:37.081000,2019-05-03 14:00:34.811000,2270
94,9.2,4044,description4044,name4044,2019-05-03 14:00:37.088000,2019-05-03 14:00:34.811000,2277
95,14.8,4047,description4047,name4047,2019-05-03 14:00:37.157000,2019-05-03 14:00:34.811000,2346
97,7.9,3999,description3999,name3999,2019-05-03 14:00:37.241000,2019-05-03 14:00:34.811000,2430
99,27.8,4000,description4000,name4000,2019-05-03 14:00:37.249000,2019-05-03 14:00:34.811000,2438
101,40.9,4002,description4002,name4002,2019-05-03 14:00:37.253000,2019-05-03 14:00:34.811000,2442
103,20.5,4004,description4004,name4004,2019-05-03 14:00:37.261000,2019-05-03 14:00:34.811000,2450
105,58.6,4006,description4006,name4006,2019-05-03 14:00:37.264000,2019-05-03 14:00:34.811000,2453
106,65.8,4016,description4016,name4016,2019-05-03 14:00:37.272000,2019-05-03 14:00:34.811000,2461
109,24.7,4018,description4018,name4018,2019-05-03 14:00:37.273000,2019-05-03 14:00:34.811000,2462
111,17,4019,description4019,name4019,2019-05-03 14:00:37.279000,2019-05-03 14:00:34.811000,2468
113,173.8,4022,description4022,name4022,2019-05-03 14:00:37.281000,2019-05-03 14:00:34.811000,2470
116,25.2,4025,description4025,name4025,2019-05-03 14:00:37.293000,2019-05-03 14:00:34.811000,2482
117,45.5,4026,description4026,name4026,2019-05-03 14:00:37.293000,2019-05-03 14:00:34.811000,2482
121,20.5,4029,description4029,name4029,2019-05-03 14:00:37.304000,2019-05-03 14:00:34.811000,2493
122,63.8,3990,description3990,name3990,2019-05-03 14:00:37.306000,2019-05-03 14:00:34.811000,2495
125,33.9,3993,description3993,name3993,2019-05-03 14:00:37.315000,2019-05-03 14:00:34.811000,2504
126,31.8,3994,description3994,name3994,2019-05-03 14:00:37.318000,2019-05-03 14:00:34.811000,2507
129,24.6,3997,description3997,name3997,2019-05-03 14:00:37.328000,2019-05-03 14:00:34.811000,2517
130,38.7,4327,description4327,name4327,2019-05-03 14:00:37.332000,2019-05-03 14:00:34.811000,2521
132,47.7,4329,description4329,name4329,2019-05-03 14:00:37.390000,2019-05-03 14:00:34.811000,2579
134,31.9,4331,description4331,name4331,2019-05-03 14:00:37.394000,2019-05-03 14:00:34.811000,2583
136,40.3,4333,description4333,name4333,2019-05-03 14:00:37.401000,2019-05-03 14:00:34.811000,2590
138,15.1,1820,description1820,name1820,2019-05-03 14:00:37.410000,2019-05-03 14:00:34.811000,2599
139,22.8,1821,description1821,name1821,2019-05-03 14:00:37.411000,2019-05-03 14:00:34.811000,2600
142,10.4,1823,description1823,name1823,2019-05-03 14:00:37.421000,2019-05-03 14:00:34.811000,2610
145,30.7,1826,description1826,name1826,2019-05-03 14:00:37.428000,2019-05-03 14:00:34.811000,2617
146,32.2,1827,description1827,name1827,2019-05-03 14:00:37.431000,2019-05-03 14:00:34.811000,2620
149,23.3,1831,description1831,name1831,2019-05-03 14:00:37.442000,2019-05-03 14:00:34.811000,2631
150,30.3,1830,description1830,name1830,2019-05-03 14:00:37.442000,2019-05-03 14:00:34.811000,2631
153,40,1834,description1834,name1834,2019-05-03 14:00:37.453000,2019-05-03 14:00:34.811000,2642
154,35.7,1835,description1835,name1835,2019-05-03 14:00:37.453000,2019-05-03 14:00:34.811000,2642
156,29.5,44,description44,name44,2019-05-03 14:00:37.464000,2019-05-03 14:00:34.810000,2654
159,57.7,46,description46,name46,2019-05-03 14:00:37.466000,2019-05-03 14:00:34.810000,2656
161,104.5,48,description48,name48,2019-05-03 14:00:37.473000,2019-05-03 14:00:34.810000,2663
163,38.1,50,description50,name50,2019-05-03 14:00:37.477000,2019-05-03 14:00:34.810000,2667
165,35.4,1794,description1794,name1794,2019-05-03 14:00:37.482000,2019-05-03 14:00:34.811000,2671
166,10.7,1795,description1795,name1795,2019-05-03 14:00:37.494000,2019-05-03 14:00:34.811000,2683
171,53.4,1800,description1800,name1800,2019-05-03 14:00:37.509000,2019-05-03 14:00:34.811000,2698
175,23.3,1758,description1758,name1758,2019-05-03 14:00:37.547000,2019-05-03 14:00:34.811000,2736
180,21.6,1803,description1803,name1803,2019-05-03 14:00:37.556000,2019-05-03 14:00:34.811000,2745
184,39.7,1808,description1808,name1808,2019-05-03 14:00:37.564000,2019-05-03 14:00:34.811000,2753
188,9,1838,description1838,name1838,2019-05-03 14:00:37.578000,2019-05-03 14:00:34.811000,2767
192,26.3,1842,description1842,name1842,2019-05-03 14:00:37.589000,2019-05-03 14:00:34.811000,2778
194,54.3,1811,description1811,name1811,2019-05-03 14:00:37.600000,2019-05-03 14:00:34.811000,2789
198,19.5,1813,description1813,name1813,2019-05-03 14:00:37.610000,2019-05-03 14:00:34.811000,2799
202,16,1817,description1817,name1817,2019-05-03 14:00:37.629000,2019-05-03 14:00:34.811000,2818
207,24.1,1763,description1763,name1763,2019-05-03 14:00:37.641000,2019-05-03 14:00:34.811000,2830
210,45.1,1768,description1768,name1768,2019-05-03 14:00:37.655000,2019-05-03 14:00:34.811000,2844
215,29,1740,description1740,name1740,2019-05-03 14:00:37.662000,2019-05-03 14:00:34.811000,2851
219,52.2,1743,description1743,name1743,2019-05-03 14:00:38.674000,2019-05-03 14:00:34.811000,3863
221,9,1746,description1746,name1746,2019-05-03 14:00:38.693000,2019-05-03 14:00:34.811000,3882
225,40,2131,description2131,name2131,2019-05-03 14:00:38.707000,2019-05-03 14:00:34.811000,3896
229,18.2,2134,description2134,name2134,2019-05-03 14:00:38.712000,2019-05-03 14:00:34.811000,3901
233,24.4,4009,description4009,name4009,2019-05-03 14:00:38.721000,2019-05-03 14:00:34.811000,3910
238,52.2,4014,description4014,name4014,2019-05-03 14:00:38.729000,2019-05-03 14:00:34.811000,3918
243,91.4,3966,description3966,name3966,2019-05-03 14:00:38.740000,2019-05-03 14:00:34.811000,3929
247,74.1,3969,description3969,name3969,2019-05-03 14:00:38.747000,2019-05-03 14:00:34.811000,3936
252,29.4,1748,description1748,name1748,2019-05-03 14:00:38.756000,2019-05-03 14:00:34.811000,3945
257,41.4,1752,description1752,name1752,2019-05-03 14:00:38.767000,2019-05-03 14:00:34.811000,3956
262,71.6,1785,description1785,name1785,2019-05-03 14:00:38.777000,2019-05-03 14:00:34.811000,3966
266,38.6,1790,description1790,name1790,2019-05-03 14:00:38.785000,2019-05-03 14:00:34.811000,3974
270,40.4,4049,description4049,name4049,2019-05-03 14:00:38.792000,2019-05-03 14:00:34.811000,3981
275,33.5,4054,description4054,name4054,2019-05-03 14:00:38.800000,2019-05-03 14:00:34.811000,3989
281,25.5,27,description27,name27,2019-05-03 14:00:38.808000,2019-05-03 14:00:34.810000,3998
285,27.9,31,description31,name31,2019-05-03 14:00:38.817000,2019-05-03 14:00:34.810000,4007
290,22.4,2068,description2068,name2068,2019-05-03 14:00:38.826000,2019-05-03 14:00:34.811000,4015
294,32.4,2073,description2073,name2073,2019-05-03 14:00:38.835000,2019-05-03 14:00:34.811000,4024
298,27.7,2101,description2101,name2101,2019-05-03 14:00:38.841000,2019-05-03 14:00:34.811000,4030
303,63.7,2106,description2106,name2106,2019-05-03 14:00:38.848000,2019-05-03 14:00:34.811000,4037
307,29.3,2293,description2293,name2293,2019-05-03 14:00:38.856000,2019-05-03 14:00:34.811000,4045
312,20.9,2238,description2238,name2238,2019-05-03 14:00:38.862000,2019-05-03 14:00:34.811000,4051
316,43.8,2243,description2243,name2243,2019-05-03 14:00:38.868000,2019-05-03 14:00:34.811000,4057
320,35.7,2297,description2297,name2297,2019-05-03 14:00:38.875000,2019-05-03 14:00:34.811000,4064
324,30.2,2301,description2301,name2301,2019-05-03 14:00:38.884000,2019-05-03 14:00:34.811000,4073
328,44.8,2086,description2086,name2086,2019-05-03 14:00:38.890000,2019-05-03 14:00:34.811000,4079
331,48.9,1965,description1965,name1965,2019-05-03 14:00:38.898000,2019-05-03 14:00:34.811000,4087
334,53.1,1968,description1968,name1968,2019-05-03 14:00:38.906000,2019-05-03 14:00:34.811000,4095
338,24.4,1971,description1971,name1971,2019-05-03 14:00:38.911000,2019-05-03 14:00:34.811000,4100
342,24.4,1936,description1936,name1936,2019-05-03 14:00:38.916000,2019-05-03 14:00:34.811000,4105
344,48.3,1939,description1939,name1939,2019-05-03 14:00:38.922000,2019-05-03 14:00:34.811000,4111
348,33.2,1942,description1942,name1942,2019-05-03 14:00:38.927000,2019-05-03 14:00:34.811000,4116
351,52,134,description134,name134,2019-05-03 14:00:38.932000,2019-05-03 14:00:34.810000,4122
354,14.8,136,description136,name136,2019-05-03 14:00:38.937000,2019-05-03 14:00:34.810000,4127
358,17.2,1928,description1928,name1928,2019-05-03 14:00:38.942000,2019-05-03 14:00:34.811000,4131
361,51.6,1932,description1932,name1932,2019-05-03 14:00:38.948000,2019-05-03 14:00:34.811000,4137
365,18.4,2060,description2060,name2060,2019-05-03 14:00:38.955000,2019-05-03 14:00:34.811000,4144
368,67.8,2064,description2064,name2064,2019-05-03 14:00:38.961000,2019-05-03 14:00:34.811000,4150
370,61.6,1780,description1780,name1780,2019-05-03 14:00:38.967000,2019-05-03 14:00:34.811000,4156
374,17.8,1782,description1782,name1782,2019-05-03 14:00:38.984000,2019-05-03 14:00:34.811000,4173
379,48.4,1869,description1869,name1869,2019-05-03 14:00:38.993000,2019-05-03 14:00:34.811000,4182
381,29.8,1871,description1871,name1871,2019-05-03 14:00:38.999000,2019-05-03 14:00:34.811000,4188
385,40.1,2051,description2051,name2051,2019-05-03 14:00:39.006000,2019-05-03 14:00:34.811000,4195
388,43,2054,description2054,name2054,2019-05-03 14:00:39.014000,2019-05-03 14:00:34.811000,4203
392,39.7,2058,description2058,name2058,2019-05-03 14:00:39.021000,2019-05-03 14:00:34.811000,4210
396,45.7,1956,description1956,name1956,2019-05-03 14:00:39.027000,2019-05-03 14:00:34.811000,4216
399,65.9,1960,description1960,name1960,2019-05-03 14:00:39.033000,2019-05-03 14:00:34.811000,4222
401,94.6,1963,description1963,name1963,2019-05-03 14:00:39.038000,2019-05-03 14:00:34.811000,4227
406,44.5,1975,description1975,name1975,2019-05-03 14:00:39.044000,2019-05-03 14:00:34.811000,4233
410,18.9,1979,description1979,name1979,2019-05-03 14:00:39.049000,2019-05-03 14:00:34.811000,4238
414,24.5,2215,description2215,name2215,2019-05-03 14:00:39.054000,2019-05-03 14:00:34.811000,4243
418,39.9,2219,description2219,name2219,2019-05-03 14:00:39.060000,2019-05-03 14:00:34.811000,4249
421,26.7,2223,description2223,name2223,2019-05-03 14:00:39.065000,2019-05-03 14:00:34.811000,4254
424,27,1885,description1885,name1885,2019-05-03 14:00:39.070000,2019-05-03 14:00:34.811000,4259
428,16.4,1888,description1888,name1888,2019-05-03 14:00:39.074000,2019-05-03 14:00:34.811000,4263
432,41.9,2032,description2032,name2032,2019-05-03 14:00:39.081000,2019-05-03 14:00:34.811000,4270
436,24.2,2036,description2036,name2036,2019-05-03 14:00:39.088000,2019-05-03 14:00:34.811000,4277
438,16.4,2038,description2038,name2038,2019-05-03 14:00:39.094000,2019-05-03 14:00:34.811000,4283
442,20.4,2163,description2163,name2163,2019-05-03 14:00:39.102000,2019-05-03 14:00:34.811000,4291
446,20.5,2167,description2167,name2167,2019-05-03 14:00:39.107000,2019-05-03 14:00:34.811000,4296
450,41.1,1994,description1994,name1994,2019-05-03 14:00:39.112000,2019-05-03 14:00:34.811000,4301
453,17.7,1997,description1997,name1997,2019-05-03 14:00:39.118000,2019-05-03 14:00:34.811000,4307
457,19.4,2001,description2001,name2001,2019-05-03 14:00:39.125000,2019-05-03 14:00:34.811000,4314
459,12.6,2263,description2263,name2263,2019-05-03 14:00:39.137000,2019-05-03 14:00:34.811000,4326
463,36.5,2118,description2118,name2118,2019-05-03 14:00:39.145000,2019-05-03 14:00:34.811000,4334
467,46.6,2122,description2122,name2122,2019-05-03 14:00:39.153000,2019-05-03 14:00:34.811000,4342
470,16,2125,description2125,name2125,2019-05-03 14:00:39.160000,2019-05-03 14:00:34.811000,4349
472,9.5,2184,description2184,name2184,2019-05-03 14:00:39.176000,2019-05-03 14:00:34.811000,4365
168,17.3,1797,description1797,name1797,2019-05-03 14:00:37.503000,2019-05-03 14:00:34.811000,2692
172,47.9,1801,description1801,name1801,2019-05-03 14:00:37.511000,2019-05-03 14:00:34.811000,2700
177,32,1760,description1760,name1760,2019-05-03 14:00:37.549000,2019-05-03 14:00:34.811000,2738
181,169.5,1806,description1806,name1806,2019-05-03 14:00:37.558000,2019-05-03 14:00:34.811000,2747
186,21.3,1837,description1837,name1837,2019-05-03 14:00:37.573000,2019-05-03 14:00:34.811000,2762
189,21,1840,description1840,name1840,2019-05-03 14:00:37.584000,2019-05-03 14:00:34.811000,2773
195,12.4,1843,description1843,name1843,2019-05-03 14:00:37.597000,2019-05-03 14:00:34.811000,2786
199,22.5,1814,description1814,name1814,2019-05-03 14:00:37.615000,2019-05-03 14:00:34.811000,2804
203,38.8,1818,description1818,name1818,2019-05-03 14:00:37.632000,2019-05-03 14:00:34.811000,2821
208,56.5,1764,description1764,name1764,2019-05-03 14:00:37.642000,2019-05-03 14:00:34.811000,2831
212,26.9,1769,description1769,name1769,2019-05-03 14:00:37.656000,2019-05-03 14:00:34.811000,2845
216,18,1741,description1741,name1741,2019-05-03 14:00:37.664000,2019-05-03 14:00:34.811000,2853
220,22.8,1745,description1745,name1745,2019-05-03 14:00:38.680000,2019-05-03 14:00:34.811000,3869
224,21.2,2128,description2128,name2128,2019-05-03 14:00:38.701000,2019-05-03 14:00:34.811000,3890
228,74.5,2133,description2133,name2133,2019-05-03 14:00:38.710000,2019-05-03 14:00:34.811000,3899
231,44.3,4008,description4008,name4008,2019-05-03 14:00:38.717000,2019-05-03 14:00:34.811000,3906
236,54.4,4012,description4012,name4012,2019-05-03 14:00:38.724000,2019-05-03 14:00:34.811000,3913
240,27.4,4015,description4015,name4015,2019-05-03 14:00:38.732000,2019-05-03 14:00:34.811000,3921
244,52.6,3964,description3964,name3964,2019-05-03 14:00:38.740000,2019-05-03 14:00:34.811000,3929
248,54,3970,description3970,name3970,2019-05-03 14:00:38.748000,2019-05-03 14:00:34.811000,3937
251,NaN,1747,description1747,name1747,2019-05-03 14:00:38.756000,2019-05-03 14:00:34.811000,3945
255,36.9,1751,description1751,name1751,2019-05-03 14:00:38.765000,2019-05-03 14:00:34.811000,3954
259,48.4,1755,description1755,name1755,2019-05-03 14:00:38.773000,2019-05-03 14:00:34.811000,3962
263,40.1,1787,description1787,name1787,2019-05-03 14:00:38.781000,2019-05-03 14:00:34.811000,3970
267,25.4,1791,description1791,name1791,2019-05-03 14:00:38.788000,2019-05-03 14:00:34.811000,3977
271,38.2,4050,description4050,name4050,2019-05-03 14:00:38.794000,2019-05-03 14:00:34.811000,3983
274,24.3,4053,description4053,name4053,2019-05-03 14:00:38.799000,2019-05-03 14:00:34.811000,3988
278,24.8,24,description24,name24,2019-05-03 14:00:38.805000,2019-05-03 14:00:34.810000,3995
282,26.5,28,description28,name28,2019-05-03 14:00:38.810000,2019-05-03 14:00:34.810000,4000
286,36.9,32,description32,name32,2019-05-03 14:00:38.818000,2019-05-03 14:00:34.810000,4008
289,115.6,2069,description2069,name2069,2019-05-03 14:00:38.826000,2019-05-03 14:00:34.811000,4015
293,19.6,2072,description2072,name2072,2019-05-03 14:00:38.834000,2019-05-03 14:00:34.811000,4023
297,35.2,2100,description2100,name2100,2019-05-03 14:00:38.839000,2019-05-03 14:00:34.811000,4028
301,31,2104,description2104,name2104,2019-05-03 14:00:38.846000,2019-05-03 14:00:34.811000,4035
305,28.5,2291,description2291,name2291,2019-05-03 14:00:38.851000,2019-05-03 14:00:34.811000,4040
309,44.9,2236,description2236,name2236,2019-05-03 14:00:38.859000,2019-05-03 14:00:34.811000,4048
313,23.4,2240,description2240,name2240,2019-05-03 14:00:38.864000,2019-05-03 14:00:34.811000,4053
317,17.2,2294,description2294,name2294,2019-05-03 14:00:38.870000,2019-05-03 14:00:34.811000,4059
321,16.7,2298,description2298,name2298,2019-05-03 14:00:38.877000,2019-05-03 14:00:34.811000,4066
325,23.4,2302,description2302,name2302,2019-05-03 14:00:38.888000,2019-05-03 14:00:34.811000,4077
329,37.2,2087,description2087,name2087,2019-05-03 14:00:38.895000,2019-05-03 14:00:34.811000,4084
333,20.7,1966,description1966,name1966,2019-05-03 14:00:38.903000,2019-05-03 14:00:34.811000,4092
336,49.6,1970,description1970,name1970,2019-05-03 14:00:38.909000,2019-05-03 14:00:34.811000,4098
340,32.3,1973,description1973,name1973,2019-05-03 14:00:38.915000,2019-05-03 14:00:34.811000,4104
345,15.5,1938,description1938,name1938,2019-05-03 14:00:38.922000,2019-05-03 14:00:34.811000,4111
349,47.6,1943,description1943,name1943,2019-05-03 14:00:38.929000,2019-05-03 14:00:34.811000,4118
353,14.3,135,description135,name135,2019-05-03 14:00:38.934000,2019-05-03 14:00:34.810000,4124
357,47.5,1927,description1927,name1927,2019-05-03 14:00:38.939000,2019-05-03 14:00:34.811000,4128
360,30,1930,description1930,name1930,2019-05-03 14:00:38.945000,2019-05-03 14:00:34.811000,4134
364,20.1,1934,description1934,name1934,2019-05-03 14:00:38.954000,2019-05-03 14:00:34.811000,4143
369,16.5,2063,description2063,name2063,2019-05-03 14:00:38.961000,2019-05-03 14:00:34.811000,4150
371,48.7,1781,description1781,name1781,2019-05-03 14:00:38.967000,2019-05-03 14:00:34.811000,4156
375,44.8,1783,description1783,name1783,2019-05-03 14:00:38.985000,2019-05-03 14:00:34.811000,4174
380,31.8,1867,description1867,name1867,2019-05-03 14:00:38.993000,2019-05-03 14:00:34.811000,4182
384,32.1,1873,description1873,name1873,2019-05-03 14:00:39.004000,2019-05-03 14:00:34.811000,4193
389,48.5,2055,description2055,name2055,2019-05-03 14:00:39.015000,2019-05-03 14:00:34.811000,4204
393,38.8,2059,description2059,name2059,2019-05-03 14:00:39.023000,2019-05-03 14:00:34.811000,4212
398,42.4,1957,description1957,name1957,2019-05-03 14:00:39.031000,2019-05-03 14:00:34.811000,4220
403,62.1,1962,description1962,name1962,2019-05-03 14:00:39.038000,2019-05-03 14:00:34.811000,4227
407,36.6,1976,description1976,name1976,2019-05-03 14:00:39.046000,2019-05-03 14:00:34.811000,4235
411,17,1980,description1980,name1980,2019-05-03 14:00:39.051000,2019-05-03 14:00:34.811000,4240
416,19.6,2216,description2216,name2216,2019-05-03 14:00:39.057000,2019-05-03 14:00:34.811000,4246
420,24.1,2221,description2221,name2221,2019-05-03 14:00:39.064000,2019-05-03 14:00:34.811000,4253
425,50,1884,description1884,name1884,2019-05-03 14:00:39.070000,2019-05-03 14:00:34.811000,4259
430,37.2,1889,description1889,name1889,2019-05-03 14:00:39.077000,2019-05-03 14:00:34.811000,4266
434,32.5,2034,description2034,name2034,2019-05-03 14:00:39.085000,2019-05-03 14:00:34.811000,4274
439,13,2039,description2039,name2039,2019-05-03 14:00:39.094000,2019-05-03 14:00:34.811000,4283
443,62.1,2164,description2164,name2164,2019-05-03 14:00:39.103000,2019-05-03 14:00:34.811000,4292
447,14.2,2168,description2168,name2168,2019-05-03 14:00:39.109000,2019-05-03 14:00:34.811000,4298
452,43.5,1996,description1996,name1996,2019-05-03 14:00:39.115000,2019-05-03 14:00:34.811000,4304
456,17.5,2000,description2000,name2000,2019-05-03 14:00:39.123000,2019-05-03 14:00:34.811000,4312
462,34.5,1983,description1983,name1983,2019-05-03 14:00:39.139000,2019-05-03 14:00:34.811000,4328
466,43,2121,description2121,name2121,2019-05-03 14:00:39.152000,2019-05-03 14:00:34.811000,4341
473,6.1,2126,description2126,name2126,2019-05-03 14:00:39.167000,2019-05-03 14:00:34.811000,4356
477,35.4,2187,description2187,name2187,2019-05-03 14:00:39.187000,2019-05-03 14:00:34.811000,4376
481,18.3,2144,description2144,name2144,2019-05-03 14:00:39.195000,2019-05-03 14:00:34.811000,4384
486,22.4,2148,description2148,name2148,2019-05-03 14:00:39.200000,2019-05-03 14:00:34.811000,4389
491,39.1,2023,description2023,name2023,2019-05-03 14:00:39.207000,2019-05-03 14:00:34.811000,4396
495,18.9,2028,description2028,name2028,2019-05-03 14:00:39.213000,2019-05-03 14:00:34.811000,4402
499,17,2171,description2171,name2171,2019-05-03 14:00:39.219000,2019-05-03 14:00:34.811000,4408
504,15.2,1922,description1922,name1922,2019-05-03 14:00:39.224000,2019-05-03 14:00:34.811000,4413
4,51.4,3980,description3980,name3980,2019-05-03 14:00:36.178000,2019-05-03 14:00:34.811000,1367
9,57.6,3987,description3987,name3987,2019-05-03 14:00:36.308000,2019-05-03 14:00:34.811000,1497
15,44.1,4035,description4035,name4035,2019-05-03 14:00:36.333000,2019-05-03 14:00:34.811000,1522
19,22.8,4058,description4058,name4058,2019-05-03 14:00:36.360000,2019-05-03 14:00:34.811000,1549
23,44.9,4061,description4061,name4061,2019-05-03 14:00:36.367000,2019-05-03 14:00:34.811000,1556
28,32,1,description1,name1,2019-05-03 14:00:36.394000,2019-05-03 14:00:34.810000,1584
33,9.8,3971,description3971,name3971,2019-05-03 14:00:36.552000,2019-05-03 14:00:34.811000,1741
37,55.8,3976,description3976,name3976,2019-05-03 14:00:36.564000,2019-05-03 14:00:34.811000,1753
42,110.5,5,description5,name5,2019-05-03 14:00:36.579000,2019-05-03 14:00:34.810000,1769
48,20.8,3935,description3935,name3935,2019-05-03 14:00:36.590000,2019-05-03 14:00:34.811000,1779
52,38.4,3941,description3941,name3941,2019-05-03 14:00:36.607000,2019-05-03 14:00:34.811000,1796
55,29.5,3954,description3954,name3954,2019-05-03 14:00:36.617000,2019-05-03 14:00:34.811000,1806
59,15.8,3957,description3957,name3957,2019-05-03 14:00:36.625000,2019-05-03 14:00:34.811000,1814
61,23.2,3960,description3960,name3960,2019-05-03 14:00:36.633000,2019-05-03 14:00:34.811000,1822
66,37.2,3945,description3945,name3945,2019-05-03 14:00:36.643000,2019-05-03 14:00:34.811000,1832
70,20.9,3950,description3950,name3950,2019-05-03 14:00:36.760000,2019-05-03 14:00:34.811000,1949
74,14.9,11,description11,name11,2019-05-03 14:00:36.783000,2019-05-03 14:00:34.810000,1973
78,19.4,0,description0,name0,2019-05-03 14:00:36.809000,2019-05-03 14:00:34.810000,1999
82,47.6,4069,description4069,name4069,2019-05-03 14:00:36.827000,2019-05-03 14:00:34.811000,2016
86,10.6,4074,description4074,name4074,2019-05-03 14:00:36.850000,2019-05-03 14:00:34.811000,2039
91,2.2,4042,description4042,name4042,2019-05-03 14:00:36.949000,2019-05-03 14:00:34.811000,2138
96,5,4046,description4046,name4046,2019-05-03 14:00:37.144000,2019-05-03 14:00:34.811000,2333
100,64.6,4001,description4001,name4001,2019-05-03 14:00:37.249000,2019-05-03 14:00:34.811000,2438
104,25.4,4005,description4005,name4005,2019-05-03 14:00:37.263000,2019-05-03 14:00:34.811000,2452
107,79.6,4017,description4017,name4017,2019-05-03 14:00:37.273000,2019-05-03 14:00:34.811000,2462
110,31.6,4020,description4020,name4020,2019-05-03 14:00:37.280000,2019-05-03 14:00:34.811000,2469
