id,cpuUsage,dataId,description,name,receivedDate,sendedDate,timeDiff
68,7.6,67,description67,name67,2019-05-03 14:09:40.183000,2019-05-03 14:09:38.982000,1201
69,17.9,68,description68,name68,2019-05-03 14:09:40.188000,2019-05-03 14:09:38.982000,1206
70,10.3,69,description69,name69,2019-05-03 14:09:40.195000,2019-05-03 14:09:38.982000,1213
71,7.4,70,description70,name70,2019-05-03 14:09:40.203000,2019-05-03 14:09:38.982000,1221
72,16.3,71,description71,name71,2019-05-03 14:09:40.208000,2019-05-03 14:09:38.982000,1226
73,8.6,72,description72,name72,2019-05-03 14:09:40.214000,2019-05-03 14:09:38.982000,1232
74,9.7,73,description73,name73,2019-05-03 14:09:40.219000,2019-05-03 14:09:38.982000,1237
75,17,74,description74,name74,2019-05-03 14:09:40.226000,2019-05-03 14:09:38.982000,1244
76,11.2,75,description75,name75,2019-05-03 14:09:40.231000,2019-05-03 14:09:38.982000,1249
77,11.9,76,description76,name76,2019-05-03 14:09:40.236000,2019-05-03 14:09:38.982000,1254
78,23.2,77,description77,name77,2019-05-03 14:09:40.243000,2019-05-03 14:09:38.982000,1261
79,12,78,description78,name78,2019-05-03 14:09:40.255000,2019-05-03 14:09:38.982000,1273
80,8.5,79,description79,name79,2019-05-03 14:09:40.261000,2019-05-03 14:09:38.982000,1279
81,16.4,80,description80,name80,2019-05-03 14:09:40.268000,2019-05-03 14:09:38.982000,1286
82,15.9,81,description81,name81,2019-05-03 14:09:40.274000,2019-05-03 14:09:38.982000,1292
83,15.1,82,description82,name82,2019-05-03 14:09:40.280000,2019-05-03 14:09:38.982000,1298
84,12.3,83,description83,name83,2019-05-03 14:09:40.286000,2019-05-03 14:09:38.982000,1304
85,10.1,84,description84,name84,2019-05-03 14:09:40.290000,2019-05-03 14:09:38.982000,1308
86,14.6,85,description85,name85,2019-05-03 14:09:40.295000,2019-05-03 14:09:38.982000,1313
87,23.6,86,description86,name86,2019-05-03 14:09:40.302000,2019-05-03 14:09:38.982000,1320
88,8.6,87,description87,name87,2019-05-03 14:09:40.307000,2019-05-03 14:09:38.982000,1325
89,8.3,88,description88,name88,2019-05-03 14:09:40.316000,2019-05-03 14:09:38.982000,1334
90,12.1,89,description89,name89,2019-05-03 14:09:40.325000,2019-05-03 14:09:38.982000,1343
91,9.8,90,description90,name90,2019-05-03 14:09:40.337000,2019-05-03 14:09:38.982000,1355
92,20.1,91,description91,name91,2019-05-03 14:09:40.344000,2019-05-03 14:09:38.982000,1362
93,8.4,92,description92,name92,2019-05-03 14:09:40.351000,2019-05-03 14:09:38.982000,1369
94,10.6,93,description93,name93,2019-05-03 14:09:40.361000,2019-05-03 14:09:38.982000,1379
95,18.6,94,description94,name94,2019-05-03 14:09:40.367000,2019-05-03 14:09:38.982000,1385
96,8.5,95,description95,name95,2019-05-03 14:09:40.373000,2019-05-03 14:09:38.982000,1391
97,22.6,96,description96,name96,2019-05-03 14:09:40.379000,2019-05-03 14:09:38.982000,1397
98,5.4,97,description97,name97,2019-05-03 14:09:40.384000,2019-05-03 14:09:38.982000,1402
99,8,98,description98,name98,2019-05-03 14:09:40.399000,2019-05-03 14:09:38.982000,1417
100,9.8,99,description99,name99,2019-05-03 14:09:40.406000,2019-05-03 14:09:38.982000,1424
101,7.5,100,description100,name100,2019-05-03 14:09:40.412000,2019-05-03 14:09:38.982000,1430
102,7.2,101,description101,name101,2019-05-03 14:09:40.419000,2019-05-03 14:09:38.982000,1437
103,9.8,102,description102,name102,2019-05-03 14:09:40.425000,2019-05-03 14:09:38.982000,1443
104,9.7,103,description103,name103,2019-05-03 14:09:40.432000,2019-05-03 14:09:38.982000,1450
105,8.6,104,description104,name104,2019-05-03 14:09:40.438000,2019-05-03 14:09:38.982000,1456
106,8.5,105,description105,name105,2019-05-03 14:09:40.445000,2019-05-03 14:09:38.982000,1463
107,7.8,106,description106,name106,2019-05-03 14:09:40.452000,2019-05-03 14:09:38.982000,1470
108,9.5,107,description107,name107,2019-05-03 14:09:40.458000,2019-05-03 14:09:38.982000,1476
109,7.7,108,description108,name108,2019-05-03 14:09:40.465000,2019-05-03 14:09:38.982000,1483
110,14.2,109,description109,name109,2019-05-03 14:09:40.472000,2019-05-03 14:09:38.982000,1490
111,11.1,110,description110,name110,2019-05-03 14:09:40.480000,2019-05-03 14:09:38.982000,1498
112,5.7,111,description111,name111,2019-05-03 14:09:40.487000,2019-05-03 14:09:38.982000,1505
113,7.1,112,description112,name112,2019-05-03 14:09:40.493000,2019-05-03 14:09:38.982000,1511
114,6.4,113,description113,name113,2019-05-03 14:09:40.502000,2019-05-03 14:09:38.982000,1520
115,6.2,114,description114,name114,2019-05-03 14:09:40.510000,2019-05-03 14:09:38.982000,1528
116,7.7,115,description115,name115,2019-05-03 14:09:40.518000,2019-05-03 14:09:38.982000,1536
117,16.6,116,description116,name116,2019-05-03 14:09:40.528000,2019-05-03 14:09:38.982000,1546
118,16,117,description117,name117,2019-05-03 14:09:40.535000,2019-05-03 14:09:38.982000,1553
119,17.6,118,description118,name118,2019-05-03 14:09:40.542000,2019-05-03 14:09:38.982000,1560
120,9.8,119,description119,name119,2019-05-03 14:09:40.549000,2019-05-03 14:09:38.982000,1567
121,6.2,120,description120,name120,2019-05-03 14:09:40.561000,2019-05-03 14:09:38.982000,1579
122,9,121,description121,name121,2019-05-03 14:09:40.567000,2019-05-03 14:09:38.982000,1585
123,8.9,122,description122,name122,2019-05-03 14:09:40.577000,2019-05-03 14:09:38.982000,1595
124,12.2,123,description123,name123,2019-05-03 14:09:40.589000,2019-05-03 14:09:38.982000,1607
125,5.6,124,description124,name124,2019-05-03 14:09:40.617000,2019-05-03 14:09:38.982000,1635
126,19,125,description125,name125,2019-05-03 14:09:40.622000,2019-05-03 14:09:38.982000,1640
127,16.1,126,description126,name126,2019-05-03 14:09:40.628000,2019-05-03 14:09:38.982000,1646
128,14.2,127,description127,name127,2019-05-03 14:09:40.635000,2019-05-03 14:09:38.982000,1653
129,39.4,128,description128,name128,2019-05-03 14:09:40.643000,2019-05-03 14:09:38.982000,1661
130,16.3,129,description129,name129,2019-05-03 14:09:40.648000,2019-05-03 14:09:38.982000,1666
131,8.4,130,description130,name130,2019-05-03 14:09:40.654000,2019-05-03 14:09:38.982000,1672
132,7.6,131,description131,name131,2019-05-03 14:09:40.658000,2019-05-03 14:09:38.982000,1676
133,6.8,132,description132,name132,2019-05-03 14:09:40.663000,2019-05-03 14:09:38.982000,1681
134,7.6,133,description133,name133,2019-05-03 14:09:40.667000,2019-05-03 14:09:38.982000,1685
135,11.4,134,description134,name134,2019-05-03 14:09:40.674000,2019-05-03 14:09:38.982000,1692
136,7.5,135,description135,name135,2019-05-03 14:09:40.680000,2019-05-03 14:09:38.982000,1698
137,6.8,136,description136,name136,2019-05-03 14:09:40.691000,2019-05-03 14:09:38.982000,1709
138,11.1,137,description137,name137,2019-05-03 14:09:40.703000,2019-05-03 14:09:38.982000,1721
139,19.4,138,description138,name138,2019-05-03 14:09:40.709000,2019-05-03 14:09:38.982000,1727
140,7.2,139,description139,name139,2019-05-03 14:09:40.714000,2019-05-03 14:09:38.982000,1732
141,6.3,140,description140,name140,2019-05-03 14:09:40.720000,2019-05-03 14:09:38.982000,1738
142,7.8,141,description141,name141,2019-05-03 14:09:40.726000,2019-05-03 14:09:38.982000,1744
143,6.8,142,description142,name142,2019-05-03 14:09:40.738000,2019-05-03 14:09:38.982000,1756
144,5.6,143,description143,name143,2019-05-03 14:09:40.755000,2019-05-03 14:09:38.982000,1773
145,8.7,144,description144,name144,2019-05-03 14:09:40.763000,2019-05-03 14:09:38.982000,1781
146,9.3,145,description145,name145,2019-05-03 14:09:40.772000,2019-05-03 14:09:38.982000,1790
147,7.7,146,description146,name146,2019-05-03 14:09:40.781000,2019-05-03 14:09:38.982000,1799
148,13.5,147,description147,name147,2019-05-03 14:09:40.790000,2019-05-03 14:09:38.982000,1808
149,7.6,148,description148,name148,2019-05-03 14:09:40.798000,2019-05-03 14:09:38.982000,1816
150,5.1,149,description149,name149,2019-05-03 14:09:40.813000,2019-05-03 14:09:38.982000,1831
151,7.8,150,description150,name150,2019-05-03 14:09:40.822000,2019-05-03 14:09:38.982000,1840
152,7.9,151,description151,name151,2019-05-03 14:09:40.827000,2019-05-03 14:09:38.982000,1845
153,7.5,152,description152,name152,2019-05-03 14:09:40.833000,2019-05-03 14:09:38.982000,1851
154,5.4,153,description153,name153,2019-05-03 14:09:40.843000,2019-05-03 14:09:38.982000,1861
155,8,154,description154,name154,2019-05-03 14:09:40.850000,2019-05-03 14:09:38.982000,1868
156,8.3,155,description155,name155,2019-05-03 14:09:40.856000,2019-05-03 14:09:38.982000,1874
157,6.6,156,description156,name156,2019-05-03 14:09:40.862000,2019-05-03 14:09:38.982000,1880
158,19.4,157,description157,name157,2019-05-03 14:09:40.869000,2019-05-03 14:09:38.982000,1887
159,9.4,158,description158,name158,2019-05-03 14:09:40.874000,2019-05-03 14:09:38.982000,1892
160,9.8,159,description159,name159,2019-05-03 14:09:40.880000,2019-05-03 14:09:38.982000,1898
161,10.6,160,description160,name160,2019-05-03 14:09:40.885000,2019-05-03 14:09:38.982000,1903
162,8.3,161,description161,name161,2019-05-03 14:09:40.892000,2019-05-03 14:09:38.982000,1910
163,8.6,162,description162,name162,2019-05-03 14:09:40.900000,2019-05-03 14:09:38.982000,1918
164,7.8,163,description163,name163,2019-05-03 14:09:40.906000,2019-05-03 14:09:38.982000,1924
165,7.4,164,description164,name164,2019-05-03 14:09:40.911000,2019-05-03 14:09:38.982000,1929
166,8.9,165,description165,name165,2019-05-03 14:09:40.916000,2019-05-03 14:09:38.982000,1934
167,9.6,166,description166,name166,2019-05-03 14:09:40.922000,2019-05-03 14:09:38.982000,1940
168,17.6,167,description167,name167,2019-05-03 14:09:40.930000,2019-05-03 14:09:38.982000,1948
169,6,168,description168,name168,2019-05-03 14:09:40.937000,2019-05-03 14:09:38.982000,1955
170,7.6,169,description169,name169,2019-05-03 14:09:40.945000,2019-05-03 14:09:38.982000,1963
171,7,170,description170,name170,2019-05-03 14:09:40.952000,2019-05-03 14:09:38.982000,1970
172,27.7,171,description171,name171,2019-05-03 14:09:40.962000,2019-05-03 14:09:38.982000,1980
173,9.7,172,description172,name172,2019-05-03 14:09:40.971000,2019-05-03 14:09:38.982000,1989
174,8.3,173,description173,name173,2019-05-03 14:09:40.979000,2019-05-03 14:09:38.982000,1997
175,9.2,174,description174,name174,2019-05-03 14:09:40.988000,2019-05-03 14:09:38.982000,2006
176,23,175,description175,name175,2019-05-03 14:09:40.994000,2019-05-03 14:09:38.982000,2012
177,6.2,176,description176,name176,2019-05-03 14:09:41.001000,2019-05-03 14:09:38.982000,2019
178,6.1,177,description177,name177,2019-05-03 14:09:41.007000,2019-05-03 14:09:38.982000,2025
179,9,178,description178,name178,2019-05-03 14:09:41.013000,2019-05-03 14:09:38.982000,2031
180,7.8,179,description179,name179,2019-05-03 14:09:41.018000,2019-05-03 14:09:38.982000,2036
181,13.5,180,description180,name180,2019-05-03 14:09:41.024000,2019-05-03 14:09:38.982000,2042
182,13,181,description181,name181,2019-05-03 14:09:41.030000,2019-05-03 14:09:38.982000,2048
183,9.9,182,description182,name182,2019-05-03 14:09:41.035000,2019-05-03 14:09:38.982000,2053
184,10.4,183,description183,name183,2019-05-03 14:09:41.041000,2019-05-03 14:09:38.982000,2059
185,13.2,184,description184,name184,2019-05-03 14:09:41.050000,2019-05-03 14:09:38.982000,2068
186,6.5,185,description185,name185,2019-05-03 14:09:41.059000,2019-05-03 14:09:38.982000,2077
187,9.1,186,description186,name186,2019-05-03 14:09:41.065000,2019-05-03 14:09:38.982000,2083
188,9.2,187,description187,name187,2019-05-03 14:09:41.072000,2019-05-03 14:09:38.982000,2090
189,8,188,description188,name188,2019-05-03 14:09:41.077000,2019-05-03 14:09:38.982000,2095
190,8.6,189,description189,name189,2019-05-03 14:09:41.083000,2019-05-03 14:09:38.982000,2101
191,25.4,190,description190,name190,2019-05-03 14:09:41.088000,2019-05-03 14:09:38.982000,2106
192,7.5,191,description191,name191,2019-05-03 14:09:41.095000,2019-05-03 14:09:38.982000,2113
193,29.2,192,description192,name192,2019-05-03 14:09:41.104000,2019-05-03 14:09:38.982000,2122
194,19.3,193,description193,name193,2019-05-03 14:09:41.110000,2019-05-03 14:09:38.982000,2128
195,3.6,194,description194,name194,2019-05-03 14:09:41.141000,2019-05-03 14:09:38.982000,2159
196,6.6,195,description195,name195,2019-05-03 14:09:41.149000,2019-05-03 14:09:38.982000,2167
197,12.6,196,description196,name196,2019-05-03 14:09:41.158000,2019-05-03 14:09:38.982000,2176
198,7.2,197,description197,name197,2019-05-03 14:09:41.164000,2019-05-03 14:09:38.982000,2182
199,13.9,198,description198,name198,2019-05-03 14:09:41.170000,2019-05-03 14:09:38.982000,2188
200,6.2,199,description199,name199,2019-05-03 14:09:41.177000,2019-05-03 14:09:38.982000,2195
201,8.2,200,description200,name200,2019-05-03 14:09:41.181000,2019-05-03 14:09:38.982000,2199
202,12.9,201,description201,name201,2019-05-03 14:09:41.188000,2019-05-03 14:09:38.982000,2206
203,10,202,description202,name202,2019-05-03 14:09:41.193000,2019-05-03 14:09:38.982000,2211
204,9.8,203,description203,name203,2019-05-03 14:09:41.201000,2019-05-03 14:09:38.982000,2219
205,8.5,204,description204,name204,2019-05-03 14:09:41.206000,2019-05-03 14:09:38.982000,2224
206,16.3,205,description205,name205,2019-05-03 14:09:41.211000,2019-05-03 14:09:38.982000,2229
207,8.7,206,description206,name206,2019-05-03 14:09:41.216000,2019-05-03 14:09:38.982000,2234
208,9.4,207,description207,name207,2019-05-03 14:09:41.220000,2019-05-03 14:09:38.982000,2238
209,6.1,208,description208,name208,2019-05-03 14:09:41.227000,2019-05-03 14:09:38.982000,2245
210,7.5,209,description209,name209,2019-05-03 14:09:41.236000,2019-05-03 14:09:38.982000,2254
211,8.7,210,description210,name210,2019-05-03 14:09:41.243000,2019-05-03 14:09:38.982000,2261
212,7.6,211,description211,name211,2019-05-03 14:09:41.248000,2019-05-03 14:09:38.982000,2266
213,7.6,212,description212,name212,2019-05-03 14:09:41.254000,2019-05-03 14:09:38.982000,2272
214,9.9,213,description213,name213,2019-05-03 14:09:41.258000,2019-05-03 14:09:38.982000,2276
215,16.8,214,description214,name214,2019-05-03 14:09:41.263000,2019-05-03 14:09:38.982000,2281
216,6.3,215,description215,name215,2019-05-03 14:09:41.268000,2019-05-03 14:09:38.982000,2286
217,9.4,216,description216,name216,2019-05-03 14:09:41.272000,2019-05-03 14:09:38.982000,2290
218,8.7,217,description217,name217,2019-05-03 14:09:41.277000,2019-05-03 14:09:38.982000,2295
219,7.1,218,description218,name218,2019-05-03 14:09:41.281000,2019-05-03 14:09:38.982000,2299
220,10,219,description219,name219,2019-05-03 14:09:41.287000,2019-05-03 14:09:38.982000,2305
221,11.7,220,description220,name220,2019-05-03 14:09:41.292000,2019-05-03 14:09:38.982000,2310
222,18.8,221,description221,name221,2019-05-03 14:09:41.296000,2019-05-03 14:09:38.982000,2314
223,14.5,222,description222,name222,2019-05-03 14:09:41.302000,2019-05-03 14:09:38.982000,2320
224,9.2,223,description223,name223,2019-05-03 14:09:41.306000,2019-05-03 14:09:38.982000,2324
225,11.9,224,description224,name224,2019-05-03 14:09:41.310000,2019-05-03 14:09:38.982000,2328
226,6.4,225,description225,name225,2019-05-03 14:09:41.314000,2019-05-03 14:09:38.982000,2332
227,7.9,226,description226,name226,2019-05-03 14:09:41.319000,2019-05-03 14:09:38.982000,2337
228,6.6,227,description227,name227,2019-05-03 14:09:41.322000,2019-05-03 14:09:38.982000,2340
229,9.3,228,description228,name228,2019-05-03 14:09:41.326000,2019-05-03 14:09:38.982000,2344
230,8.2,229,description229,name229,2019-05-03 14:09:41.329000,2019-05-03 14:09:38.982000,2347
231,10.6,230,description230,name230,2019-05-03 14:09:41.333000,2019-05-03 14:09:38.982000,2351
232,17.1,231,description231,name231,2019-05-03 14:09:41.337000,2019-05-03 14:09:38.982000,2355
233,21.7,232,description232,name232,2019-05-03 14:09:41.341000,2019-05-03 14:09:38.982000,2359
234,13,233,description233,name233,2019-05-03 14:09:41.345000,2019-05-03 14:09:38.982000,2363
235,15.1,234,description234,name234,2019-05-03 14:09:41.349000,2019-05-03 14:09:38.982000,2367
236,15.2,235,description235,name235,2019-05-03 14:09:41.355000,2019-05-03 14:09:38.982000,2373
237,14.9,236,description236,name236,2019-05-03 14:09:41.359000,2019-05-03 14:09:38.982000,2377
238,22.7,237,description237,name237,2019-05-03 14:09:41.363000,2019-05-03 14:09:38.982000,2381
239,18.5,238,description238,name238,2019-05-03 14:09:41.368000,2019-05-03 14:09:38.982000,2386
240,14.4,239,description239,name239,2019-05-03 14:09:41.374000,2019-05-03 14:09:38.982000,2392
241,8.8,240,description240,name240,2019-05-03 14:09:41.378000,2019-05-03 14:09:38.982000,2396
242,12.3,241,description241,name241,2019-05-03 14:09:41.384000,2019-05-03 14:09:38.982000,2402
243,10.7,242,description242,name242,2019-05-03 14:09:41.390000,2019-05-03 14:09:38.982000,2408
244,21.4,243,description243,name243,2019-05-03 14:09:41.399000,2019-05-03 14:09:38.982000,2417
245,31.6,244,description244,name244,2019-05-03 14:09:41.405000,2019-05-03 14:09:38.982000,2423
246,12.9,245,description245,name245,2019-05-03 14:09:41.412000,2019-05-03 14:09:38.982000,2430
247,20.7,246,description246,name246,2019-05-03 14:09:41.416000,2019-05-03 14:09:38.982000,2434
248,18.5,247,description247,name247,2019-05-03 14:09:41.423000,2019-05-03 14:09:38.982000,2441
249,28.7,248,description248,name248,2019-05-03 14:09:41.427000,2019-05-03 14:09:38.982000,2445
250,30.9,249,description249,name249,2019-05-03 14:09:41.433000,2019-05-03 14:09:38.982000,2451
251,26.3,250,description250,name250,2019-05-03 14:09:41.438000,2019-05-03 14:09:38.982000,2456
252,18.2,251,description251,name251,2019-05-03 14:09:41.442000,2019-05-03 14:09:38.982000,2460
253,20.6,252,description252,name252,2019-05-03 14:09:41.448000,2019-05-03 14:09:38.982000,2466
254,35.8,253,description253,name253,2019-05-03 14:09:41.452000,2019-05-03 14:09:38.982000,2470
255,13.5,254,description254,name254,2019-05-03 14:09:41.457000,2019-05-03 14:09:38.982000,2475
256,13.2,255,description255,name255,2019-05-03 14:09:41.462000,2019-05-03 14:09:38.982000,2480
257,38.1,256,description256,name256,2019-05-03 14:09:41.467000,2019-05-03 14:09:38.982000,2485
258,13.2,257,description257,name257,2019-05-03 14:09:41.472000,2019-05-03 14:09:38.982000,2490
259,7.8,258,description258,name258,2019-05-03 14:09:41.476000,2019-05-03 14:09:38.982000,2494
260,8.4,259,description259,name259,2019-05-03 14:09:41.479000,2019-05-03 14:09:38.982000,2497
261,11.5,260,description260,name260,2019-05-03 14:09:41.482000,2019-05-03 14:09:38.982000,2500
262,12.8,261,description261,name261,2019-05-03 14:09:41.486000,2019-05-03 14:09:38.982000,2504
263,8.4,262,description262,name262,2019-05-03 14:09:41.489000,2019-05-03 14:09:38.982000,2507
264,6.2,263,description263,name263,2019-05-03 14:09:41.493000,2019-05-03 14:09:38.982000,2511
265,8.4,264,description264,name264,2019-05-03 14:09:41.496000,2019-05-03 14:09:38.982000,2514
266,8.4,265,description265,name265,2019-05-03 14:09:41.499000,2019-05-03 14:09:38.982000,2517
267,11.3,266,description266,name266,2019-05-03 14:09:41.502000,2019-05-03 14:09:38.982000,2520
268,8.4,267,description267,name267,2019-05-03 14:09:41.505000,2019-05-03 14:09:38.982000,2523
269,7.4,268,description268,name268,2019-05-03 14:09:41.509000,2019-05-03 14:09:38.982000,2527
270,12.6,269,description269,name269,2019-05-03 14:09:41.532000,2019-05-03 14:09:38.982000,2550
271,5.5,270,description270,name270,2019-05-03 14:09:41.539000,2019-05-03 14:09:38.982000,2557
272,9.8,271,description271,name271,2019-05-03 14:09:41.543000,2019-05-03 14:09:38.982000,2561
273,13.8,272,description272,name272,2019-05-03 14:09:41.550000,2019-05-03 14:09:38.982000,2568
274,11.4,273,description273,name273,2019-05-03 14:09:41.556000,2019-05-03 14:09:38.982000,2574
275,9.5,274,description274,name274,2019-05-03 14:09:41.562000,2019-05-03 14:09:38.982000,2580
276,12.7,275,description275,name275,2019-05-03 14:09:41.567000,2019-05-03 14:09:38.982000,2585
277,8.6,276,description276,name276,2019-05-03 14:09:41.571000,2019-05-03 14:09:38.982000,2589
278,10.6,277,description277,name277,2019-05-03 14:09:41.575000,2019-05-03 14:09:38.982000,2593
279,9.5,278,description278,name278,2019-05-03 14:09:41.581000,2019-05-03 14:09:38.982000,2599
280,9.9,279,description279,name279,2019-05-03 14:09:41.586000,2019-05-03 14:09:38.982000,2604
281,9.4,280,description280,name280,2019-05-03 14:09:41.591000,2019-05-03 14:09:38.982000,2609
282,10,281,description281,name281,2019-05-03 14:09:41.599000,2019-05-03 14:09:38.982000,2617
283,10.1,282,description282,name282,2019-05-03 14:09:41.604000,2019-05-03 14:09:38.982000,2622
284,11.1,283,description283,name283,2019-05-03 14:09:41.609000,2019-05-03 14:09:38.982000,2627
285,9.1,284,description284,name284,2019-05-03 14:09:41.613000,2019-05-03 14:09:38.982000,2631
286,8,285,description285,name285,2019-05-03 14:09:41.619000,2019-05-03 14:09:38.982000,2637
