id,cpuUsage,dataId,description,name,receivedDate,sendedDate,timeDiff
66,40.1,3919,description3919,name3919,4900
67,60.2,3920,description3920,name3920,4901
68,37.2,3921,description3921,name3921,4901
69,25,86,description86,name86,4912
70,20.3,87,description87,name87,4915
71,29.4,85,description85,name85,4909
72,24.2,88,description88,name88,4923
73,18.5,4237,description4237,name4237,4923
74,67.5,4238,description4238,name4238,4924
75,37.8,4239,description4239,name4239,4927
76,33.2,4240,description4240,name4240,4930
77,91.7,4241,description4241,name4241,4932
78,37.5,4243,description4243,name4243,4938
79,66,4245,description4245,name4245,4939
80,73.3,4244,description4244,name4244,4939
81,41.4,4242,description4242,name4242,4935
82,32.2,4192,description4192,name4192,4946
83,48.3,4193,description4193,name4193,4947
84,58,4194,description4194,name4194,4948
85,34.2,4195,description4195,name4195,4952
86,23,4196,description4196,name4196,4956
87,49,4197,description4197,name4197,4959
88,33.1,4198,description4198,name4198,4961
89,37.9,4199,description4199,name4199,4963
90,55.5,4200,description4200,name4200,4966
91,65,127,description127,name127,4970
92,28.5,128,description128,name128,4974
93,43.8,129,description129,name129,4976
94,49.7,130,description130,name130,4977
95,37.7,131,description131,name131,4979
96,69.1,132,description132,name132,4979
97,38.7,4,description4,name4,4982
98,63.2,5,description5,name5,4983
101,46.6,4465,description4465,name4465,4987
106,47.5,4468,description4468,name4468,4993
111,70.8,1646,description1646,name1646,5001
115,43.4,1650,description1650,name1650,5008
122,63.2,196,description196,name196,5016
126,54.2,4922,description4922,name4922,5022
130,45.8,4926,description4926,name4926,5030
135,18,75,description75,name75,5043
141,47.9,61,description61,name61,5053
145,32.4,214,description214,name214,5068
150,52.8,1618,description1618,name1618,5077
154,48.5,1622,description1622,name1622,5084
159,75.7,172,description172,name172,5099
163,25,175,description175,name175,5106
167,33.2,144,description144,name144,5118
171,38.6,95,description95,name95,5134
174,29.5,98,description98,name98,5143
178,45.2,154,description154,name154,5150
180,21.7,44,description44,name44,5158
182,NaN,47,description47,name47,5165
185,79.9,50,description50,name50,5169
188,21.5,35,description35,name35,5173
191,84,39,description39,name39,5180
195,41,42,description42,name42,5184
196,87.9,250,description250,name250,5188
200,29.5,225,description225,name225,5194
203,77.8,124,description124,name124,5198
207,37.8,126,description126,name126,5202
210,68.7,557,description557,name557,5208
214,33.8,560,description560,name560,5212
217,22.3,291,description291,name291,5216
221,44.3,295,description295,name295,5221
222,55.5,109,description109,name109,5226
226,17.9,112,description112,name112,5231
230,13.3,569,description569,name569,5235
236,50.6,363,description363,name363,5242
241,30.1,366,description366,name366,5250
244,59.2,1638,description1638,name1638,5262
246,46.7,1640,description1640,name1640,5266
250,18.9,285,description285,name285,5277
253,30.5,289,description289,name289,5295
257,30.2,803,description803,name803,5304
261,29.2,468,description468,name468,5317
266,28.5,473,description473,name473,5338
270,22.1,242,description242,name242,5349
273,7,794,description794,name794,5376
278,27.5,799,description799,name799,5385
280,100.9,300,description300,name300,5439
284,16,393,description393,name393,5466
288,78.7,396,description396,name396,5477
291,47,399,description399,name399,5484
295,21.7,898,description898,name898,5492
299,58.9,417,description417,name417,5499
304,35.4,422,description422,name422,5512
308,15.4,1126,description1126,name1126,5525
312,17.4,1129,description1129,name1129,5530
315,30,114,description114,name114,5538
318,11.3,116,description116,name116,5546
322,35.1,263,description263,name263,5553
325,39.3,229,description229,name229,5561
329,61.4,231,description231,name231,5568
333,39,1088,description1088,name1088,5576
339,22.3,1094,description1094,name1094,5585
343,51.9,246,description246,name246,5590
346,63.8,328,description328,name328,5596
351,21,333,description333,name333,5606
355,32.4,1428,description1428,name1428,5611
359,19.1,1432,description1432,name1432,5617
363,33,99,description99,name99,5625
366,18.9,483,description483,name483,5629
370,52.2,487,description487,name487,5637
376,75.4,492,description492,name492,5643
380,41.9,496,description496,name496,5653
383,47.1,1659,description1659,name1659,5664
387,37.8,1663,description1663,name1663,5671
390,233.3,1667,description1667,name1667,5683
393,26.3,1772,description1772,name1772,5696
397,37.1,1776,description1776,name1776,5708
401,17.7,544,description544,name544,5730
405,11.7,548,description548,name548,5757
410,18.4,59,description59,name59,5772
414,30.9,1739,description1739,name1739,5781
418,15.6,1743,description1743,name1743,5788
422,46,651,description651,name651,5796
424,39.4,0,description0,name0,5802
428,13.8,665,description665,name665,5806
432,17,669,description669,name669,5811
436,18.7,322,description322,name322,5816
439,30.6,326,description326,name326,5821
443,17,156,description156,name156,5826
447,17.4,474,description474,name474,5830
452,59.2,478,description478,name478,5837
455,47.5,147,description147,name147,5844
460,34.5,150,description150,name150,5848
463,33.7,339,description339,name339,5853
467,15.7,343,description343,name343,5864
99,47.2,4462,description4462,name4462,4983
104,48.5,4467,description4467,name4467,4990
108,54.1,1643,description1643,name1643,4998
112,33.2,1647,description1647,name1647,5004
116,60.6,1651,description1651,name1651,5010
119,23,195,description195,name195,5016
123,26.8,83,description83,name83,5021
127,44.9,4923,description4923,name4923,5024
131,67.7,4927,description4927,name4927,5031
136,34.5,1,description1,name1,5041
140,73.2,77,description77,name77,5050
144,31.8,213,description213,name213,5066
148,31.9,217,description217,name217,5076
152,54.1,1621,description1621,name1621,5084
157,30.3,1624,description1624,name1624,5093
164,28.5,174,description174,name174,5105
168,49.1,145,description145,name145,5118
172,43.4,96,description96,name96,5136
177,80.4,152,description152,name152,5148
184,16.9,46,description46,name46,5165
189,77,36,description36,name36,5175
194,54.2,40,description40,name40,5181
199,46,252,description252,name252,5190
206,41.4,122,description122,name122,5198
213,19.1,556,description556,name556,5207
220,24,292,description292,name292,5218
225,36.9,111,description111,name111,5228
228,34.1,568,description568,name568,5232
231,49,570,description570,name570,5236
234,45,573,description573,name573,5240
237,23.6,364,description364,name364,5246
240,34,1634,description1634,name1634,5253
243,156.6,1637,description1637,name1637,5261
245,37.7,1639,description1639,name1639,5266
249,34.7,1642,description1642,name1642,5272
252,39.3,286,description286,name286,5279
256,33.3,802,description802,name802,5300
259,90.7,466,description466,name466,5314
263,28.1,470,description470,name470,5326
267,39.6,239,description239,name239,5340
269,39,243,description243,name243,5350
274,44.6,795,description795,name795,5377
277,20.1,798,description798,name798,5384
282,10,301,description301,name301,5447
289,11,395,description395,name395,5476
292,17.8,895,description895,name895,5488
296,37.3,899,description899,name899,5494
301,17.2,419,description419,name419,5507
305,31.2,423,description423,name423,5514
309,87.7,1125,description1125,name1125,5525
313,15.1,1130,description1130,name1130,5532
317,9.3,115,description115,name115,5544
321,33.8,1096,description1096,name1096,5552
326,10.8,266,description266,name266,5560
330,37.2,232,description232,name232,5570
334,49.4,1090,description1090,name1090,5577
338,24,1093,description1093,name1093,5583
342,22.4,245,description245,name245,5591
348,87.1,329,description329,name329,5600
354,14.4,334,description334,name334,5609
358,26.5,1431,description1431,name1431,5615
362,30.2,1435,description1435,name1435,5622
367,23,102,description102,name102,5630
372,15,486,description486,name486,5636
379,125,493,description493,name493,5643
384,46.8,1660,description1660,name1660,5665
391,38.5,1666,description1666,name1666,5683
394,36.1,1773,description1773,name1773,5701
398,41.9,1777,description1777,name1777,5709
402,21.4,545,description545,name545,5742
408,10.7,57,description57,name57,5766
412,41.2,1737,description1737,name1737,5774
416,23.1,1740,description1740,name1740,5783
421,43,650,description650,name650,5795
426,29.4,663,description663,name663,5802
430,26.7,666,description666,name666,5808
434,25.5,671,description671,name671,5814
440,29,325,description325,name325,5820
445,29.3,158,description158,name158,5827
449,15.7,476,description476,name476,5834
453,29.8,480,description480,name480,5839
457,48.3,148,description148,name148,5845
461,32,337,description337,name337,5849
465,52,342,description342,name342,5861
469,26.3,198,description198,name198,5872
473,24.2,202,description202,name202,5881
476,38.7,189,description189,name189,5889
480,20.3,313,description313,name313,5898
484,36.4,317,description317,name317,5903
490,13.5,620,description620,name620,5911
494,26,279,description279,name279,5918
499,50.6,283,description283,name283,5926
504,17.4,19,description19,name19,5938
508,78.8,24,description24,name24,5947
512,36.9,874,description874,name874,5956
516,35.1,52,description52,name52,5968
520,38.7,955,description955,name955,5976
100,73.4,4463,description4463,name4463,4984
103,35.8,4466,description4466,name4466,4989
107,49.5,4470,description4470,name4470,4995
110,55.8,1645,description1645,name1645,5001
113,77.3,1649,description1649,name1649,5006
117,58.4,193,description193,name193,5011
120,28.2,197,description197,name197,5017
124,43.1,84,description84,name84,5023
128,67.1,4924,description4924,name4924,5025
132,53.9,4928,description4928,name4928,5032
137,29.7,2,description2,name2,5043
139,28.5,60,description60,name60,5050
143,26.4,63,description63,name63,5063
147,51.4,215,description215,name215,5070
151,22.8,1619,description1619,name1619,5080
155,41.8,1623,description1623,name1623,5087
158,35,1626,description1626,name1626,5097
161,46.9,176,description176,name176,5106
165,25,178,description178,name178,5115
169,33.7,146,description146,name146,5126
173,36.7,97,description97,name97,5139
176,47,153,description153,name153,5148
181,47.2,45,description45,name45,5158
187,28.8,49,description49,name49,5169
192,22.5,38,description38,name38,5180
198,51.9,249,description249,name249,5187
201,61.6,226,description226,name226,5194
204,149.6,123,description123,name123,5198
209,42.4,554,description554,name554,5203
212,91.6,558,description558,name558,5208
216,47.3,562,description562,name562,5214
219,92.4,294,description294,name294,5220
224,45.8,110,description110,name110,5226
227,35,567,description567,name567,5230
232,52.1,571,description571,name571,5236
235,24.4,574,description574,name574,5242
238,25.1,365,description365,name365,5247
242,26.3,1635,description1635,name1635,5257
248,64.1,1641,description1641,name1641,5267
254,28.3,288,description288,name288,5285
260,30.3,467,description467,name467,5314
264,26.2,471,description471,name471,5330
271,16.1,241,description241,name241,5346
276,49.5,796,description796,name796,5381
281,5.4,801,description801,name801,5439
285,11.5,392,description392,name392,5466
287,36.9,397,description397,name397,5477
293,41,896,description896,name896,5488
297,41.6,415,description415,name415,5496
300,28.7,418,description418,name418,5505
303,21.2,421,description421,name421,5511
307,14.1,1124,description1124,name1124,5520
311,39.7,1128,description1128,name1128,5528
314,27.1,1131,description1131,name1131,5533
319,29.2,117,description117,name117,5547
323,30.6,264,description264,name264,5553
324,72.8,228,description228,name228,5561
328,36,230,description230,name230,5567
331,44,233,description233,name233,5573
335,37.7,1089,description1089,name1089,5577
337,13.7,1092,description1092,name1092,5582
341,20.6,244,description244,name244,5589
344,18.1,247,description247,name247,5593
347,44,330,description330,name330,5600
350,18.1,332,description332,name332,5605
353,51.5,1427,description1427,name1427,5609
356,35.6,1430,description1430,name1430,5614
361,48.9,1434,description1434,name1434,5619
365,21.6,101,description101,name101,5628
369,32.4,485,description485,name485,5632
373,300,489,description489,name489,5638
374,59.5,491,description491,name491,5643
377,17.8,494,description494,name494,5648
381,35.3,497,description497,name497,5659
385,35.6,1662,description1662,name1662,5669
388,30.8,1664,description1664,name1664,5676
392,39.2,1771,description1771,name1771,5685
396,31,1775,description1775,name1775,5704
400,19,1779,description1779,name1779,5718
404,50,547,description547,name547,5743
407,71.7,58,description58,name58,5766
411,15.7,1736,description1736,name1736,5774
415,14.8,1741,description1741,name1741,5783
419,19.5,648,description648,name648,5793
425,29,653,description653,name653,5801
429,75.5,667,description667,name667,5808
433,17.8,670,description670,name670,5812
438,15.7,323,description323,name323,5819
442,23.8,155,description155,name155,5825
446,27.4,159,description159,name159,5829
450,16.6,477,description477,name477,5835
456,13.1,481,description481,name481,5842
459,41.6,336,description336,name336,5847
466,13.3,340,description340,name340,5860
472,43.6,200,description200,name200,5876
477,30.6,190,description190,name190,5889
481,39.4,314,description314,name314,5898
102,35.7,4464,description4464,name4464,4986
105,30,4469,description4469,name4469,4993
109,43.3,1644,description1644,name1644,5000
114,40.2,1648,description1648,name1648,5006
118,41.4,194,description194,name194,5012
121,53.8,82,description82,name82,5018
125,58.9,4921,description4921,name4921,5020
129,49.1,4925,description4925,name4925,5027
133,61.3,4929,description4929,name4929,5034
134,190,74,description74,name74,5043
138,25.4,76,description76,name76,5048
142,17.5,62,description62,name62,5060
146,-51.2,216,description216,name216,5070
149,56.4,218,description218,name218,5077
153,30.9,1620,description1620,name1620,5083
156,71.2,1625,description1625,name1625,5093
160,44.1,173,description173,name173,5102
162,40.1,177,description177,name177,5109
166,56.2,143,description143,name143,5116
170,43,94,description94,name94,5129
175,91.2,151,description151,name151,5143
179,40.6,43,description43,name43,5153
183,47,48,description48,name48,5165
186,47.1,34,description34,name34,5170
190,34.7,37,description37,name37,5176
193,58.5,41,description41,name41,5182
197,85.7,251,description251,name251,5188
202,73.4,227,description227,name227,5194
205,31.2,125,description125,name125,5198
208,59.3,555,description555,name555,5203
211,25.1,559,description559,name559,5208
215,45.1,561,description561,name561,5213
218,39.4,293,description293,name293,5219
223,40.8,296,description296,name296,5225
229,95.8,566,description566,name566,5231
233,36.9,572,description572,name572,5238
239,38.2,367,description367,name367,5250
247,41.2,1636,description1636,name1636,5261
251,33.4,287,description287,name287,5279
255,33.2,290,description290,name290,5298
258,16.4,465,description465,name465,5311
262,11.5,469,description469,name469,5326
265,33.3,472,description472,name472,5334
268,0,240,description240,name240,5346
272,16.1,793,description793,name793,5362
275,25.1,797,description797,name797,5381
279,13.5,800,description800,name800,5400
283,4.3,391,description391,name391,5461
286,8.4,394,description394,name394,5474
290,9.5,398,description398,name398,5484
294,19.7,897,description897,name897,5490
298,32.7,416,description416,name416,5499
302,14.3,420,description420,name420,5509
306,8.5,1123,description1123,name1123,5518
310,29.7,1127,description1127,name1127,5527
316,18.6,113,description113,name113,5538
320,23.9,3,description3,name3,5551
327,207.3,265,description265,name265,5560
332,56.7,1087,description1087,name1087,5573
336,20.9,1091,description1091,name1091,5578
340,36,1095,description1095,name1095,5586
345,19.2,248,description248,name248,5595
349,49.2,331,description331,name331,5602
352,65.1,335,description335,name335,5609
357,19.8,1429,description1429,name1429,5614
360,39.7,1433,description1433,name1433,5618
364,26,100,description100,name100,5626
368,16.2,484,description484,name484,5631
371,69.8,488,description488,name488,5637
375,27.5,490,description490,name490,5642
378,25.3,495,description495,name495,5649
382,49.3,498,description498,name498,5660
386,38.9,1661,description1661,name1661,5667
389,25.3,1665,description1665,name1665,5679
395,110.7,1774,description1774,name1774,5701
399,41.8,1778,description1778,name1778,5711
403,22.8,546,description546,name546,5743
406,48.7,549,description549,name549,5765
409,33.3,1735,description1735,name1735,5772
413,17.8,1738,description1738,name1738,5779
417,12.9,1742,description1742,name1742,5786
420,33.2,649,description649,name649,5794
423,34.5,652,description652,name652,5800
427,15.7,664,description664,name664,5804
431,48.1,668,description668,name668,5809
435,24.2,321,description321,name321,5815
437,32.2,324,description324,name324,5819
441,22.5,327,description327,name327,5823
444,114.2,157,description157,name157,5827
448,37.9,475,description475,name475,5831
451,36.4,479,description479,name479,5837
454,50,482,description482,name482,5843
458,16.4,149,description149,name149,5848
462,20.8,338,description338,name338,5852
464,16.2,341,description341,name341,5861
468,13.9,1436,description1436,name1436,5868
471,23.4,201,description201,name201,5877
470,33.7,199,description199,name199,5876
474,29,203,description203,name203,5884
478,25.4,191,description191,name191,5895
483,22.1,316,description316,name316,5902
487,24.1,320,description320,name320,5907
491,16,623,description623,name623,5915
496,28.2,281,description281,name281,5922
500,21.4,16,description16,name16,5930
505,79.1,21,description21,name21,5939
509,31.6,871,description871,name871,5950
513,108.2,876,description876,name876,5959
518,37,103,description103,name103,5970
522,53.1,956,description956,name956,5978
526,59.7,961,description961,name961,5987
528,75,368,description368,name368,5995
532,42.1,371,description371,name371,5999
536,191.6,28,description28,name28,6007
538,128.3,31,description31,name31,6011
542,18.7,33,description33,name33,6016
546,42.4,222,description222,name222,6020
549,36.1,253,description253,name253,6025
554,37.9,1969,description1969,name1969,6030
558,59.6,1974,description1974,name1974,6035
561,23.7,1977,description1977,name1977,6041
565,27.7,305,description305,name305,6047
569,37.8,778,description778,name778,6051
573,23.6,782,description782,name782,6056
577,40.7,80,description80,name80,6063
581,19.9,70,description70,name70,6068
586,26,209,description209,name209,6074
591,43.4,1017,description1017,name1017,6080
597,41.3,1022,description1022,name1022,6088
601,31.1,108,description108,name108,6101
605,61.7,2107,description2107,name2107,6107
609,19.9,2110,description2110,name2110,6116
614,80.4,1688,description1688,name1688,6128
618,11.4,1692,description1692,name1692,6137
622,22.4,952,description952,name952,6149
625,109.6,535,description535,name535,6155
629,26,538,description538,name538,6163
633,17.9,542,description542,name542,6170
637,9.7,169,description169,name169,6182
641,24.6,1026,description1026,name1026,6189
648,47.4,1033,description1033,name1033,6197
651,39.4,136,description136,name136,6209
655,21.1,2167,description2167,name2167,6214
659,40.7,2171,description2171,name2171,6223
666,29.2,2175,description2175,name2175,6229
670,250,563,description563,name563,6236
673,30.9,2511,description2511,name2511,6247
676,34,2514,description2514,name2514,6273
679,12.6,2516,description2516,name2516,6279
683,56,514,description514,name514,6289
685,26.9,516,description516,name516,6307
689,17.2,520,description520,name520,6315
692,11.9,181,description181,name181,6324
696,12.5,2636,description2636,name2636,6329
700,15.8,2640,description2640,name2640,6335
703,21.8,2643,description2643,name2643,6342
705,24.9,2824,description2824,name2824,6348
708,10.6,2827,description2827,name2827,6355
711,16.7,2829,description2829,name2829,6360
715,24.7,204,description204,name204,6369
719,13.8,208,description208,name208,6378
722,25,674,description674,name674,6383
726,41.6,740,description740,name740,6389
729,70,3015,description3015,name3015,6393
733,45.8,3018,description3018,name3018,6398
736,44.7,639,description639,name639,6403
742,48.3,643,description643,name643,6409
746,44.9,647,description647,name647,6414
748,22.3,902,description902,name902,6419
752,16.9,905,description905,name905,6423
756,22.1,410,description410,name410,6428
760,15.2,414,description414,name414,6432
764,15.7,708,description708,name708,6437
769,17.5,713,description713,name713,6444
775,17.7,187,description187,name187,6450
779,42.9,728,description728,name728,6456
786,53.6,299,description299,name299,6468
790,47.6,4834,description4834,name4834,6476
794,39.9,4838,description4838,name4838,6493
799,49.8,627,description627,name627,6509
803,37.9,631,description631,name631,6515
808,52.6,946,description946,name946,6522
812,63.1,950,description950,name950,6532
815,10.3,1678,description1678,name1678,6540
821,18.5,1683,description1683,name1683,6550
824,7.7,140,description140,name140,6557
829,38.4,269,description269,name269,6565
833,12.2,1086,description1086,name1086,6574
836,8.7,4894,description4894,name4894,6579
842,16.3,4898,description4898,name4898,6585
846,28.6,580,description580,name580,6596
851,21.7,585,description585,name585,6605
855,49,1133,description1133,name1133,6610
859,29.7,1137,description1137,name1137,6618
475,11.5,188,description188,name188,5887
479,40.4,192,description192,name192,5896
482,42.5,315,description315,name315,5901
486,24.8,319,description319,name319,5905
488,147,621,description621,name621,5912
492,32.3,277,description277,name277,5915
495,20.5,280,description280,name280,5920
497,118.3,284,description284,name284,5926
501,80.9,18,description18,name18,5933
503,42.6,20,description20,name20,5939
507,62.6,23,description23,name23,5947
510,111.2,873,description873,name873,5951
514,45.9,875,description875,name875,5959
517,61.9,53,description53,name53,5970
521,22.3,957,description957,name957,5978
524,60.2,960,description960,name960,5986
529,42.1,963,description963,name963,5995
533,113.5,372,description372,name372,6002
535,67.8,27,description27,name27,6007
540,54.9,30,description30,name30,6011
543,20.9,219,description219,name219,6017
547,58.7,223,description223,name223,6022
551,45.3,255,description255,name255,6027
553,50.9,1970,description1970,name1970,6030
557,26.3,1973,description1973,name1973,6035
560,13,1976,description1976,name1976,6040
564,25.3,304,description304,name304,6045
568,19.3,777,description777,name777,6050
570,44,780,description780,name780,6055
574,19.6,783,description783,name783,6059
578,18.8,81,description81,name81,6065
582,20.6,71,description71,name71,6069
585,33.4,210,description210,name210,6075
589,17.5,1015,description1015,name1015,6077
593,52.4,1019,description1019,name1019,6085
596,28.5,1023,description1023,name1023,6091
600,43.5,106,description106,name106,6100
604,41.4,2105,description2105,name2105,6105
608,16.3,2111,description2111,name2111,6116
611,21.2,1687,description1687,name1687,6127
616,57,1693,description1693,name1693,6138
620,24.1,509,description509,name509,6145
626,15.2,954,description954,name954,6154
628,40.5,539,description539,name539,6162
632,39.3,541,description541,name541,6168
636,16,168,description168,name168,6178
638,50.5,171,description171,name171,6186
643,46.8,1028,description1028,name1028,6190
647,66.3,1032,description1032,name1032,6197
649,36.5,133,description133,name133,6202
652,0,137,description137,name137,6209
656,39.7,2168,description2168,name2168,6216
661,61.5,2173,description2173,name2173,6225
665,60.3,523,description523,name523,6231
669,65.1,564,description564,name564,6236
674,45.6,2510,description2510,name2510,6247
680,14,2515,description2515,name2515,6276
684,7.7,515,description515,name515,6302
686,125,517,description517,name517,6310
690,34.9,179,description179,name179,6317
694,50.9,2635,description2635,name2635,6323
698,22.7,2638,description2638,name2638,6332
702,9.7,2642,description2642,name2642,6342
709,105.8,2825,description2825,name2825,6348
714,16.2,2830,description2830,name2830,6363
718,46,207,description207,name207,6376
724,16.8,675,description675,name675,6384
730,13.4,741,description741,name741,6393
735,38.7,3017,description3017,name3017,6398
739,76.9,3021,description3021,name3021,6403
743,32.1,644,description644,name644,6411
747,41.5,900,description900,name900,6415
749,15925,904,description904,name904,6419
753,69,906,description906,name906,6423
757,25.9,411,description411,name411,6429
761,19.8,705,description705,name705,6434
765,37.6,709,description709,name709,6438
768,18.4,712,description712,name712,6442
772,35.1,186,description186,name186,6448
776,38.1,725,description725,name725,6453
781,56.6,730,description730,name730,6459
785,87.5,1014,description1014,name1014,6468
792,39.9,4835,description4835,name4835,6481
796,61.7,624,description624,name624,6498
800,81.1,628,description628,name628,6510
805,38.3,943,description943,name943,6519
809,35.9,947,description947,name947,6528
814,47.6,1677,description1677,name1677,6537
818,25.6,1681,description1681,name1681,6545
822,17.3,1685,description1685,name1685,6552
826,0,267,description267,name267,6560
830,64,1084,description1084,name1084,6568
834,56.6,1024,description1024,name1024,6576
838,78.1,4895,description4895,name4895,6580
841,90.6,4899,description4899,name4899,6586
844,59.2,579,description579,name579,6595
848,24.1,582,description582,name582,6601
485,21.1,318,description318,name318,5904
489,69.8,622,description622,name622,5912
493,16.9,278,description278,name278,5918
498,15.9,282,description282,name282,5925
502,28.7,17,description17,name17,5932
506,22.7,22,description22,name22,5945
511,36.8,872,description872,name872,5951
515,50.8,51,description51,name51,5961
519,52.2,104,description104,name104,5973
523,51,958,description958,name958,5981
527,55.1,962,description962,name962,5991
531,46.6,370,description370,name370,5998
537,37.9,26,description26,name26,6006
541,21.7,32,description32,name32,6013
545,28.4,221,description221,name221,6018
550,64.8,254,description254,name254,6025
556,23.2,1972,description1972,name1972,6034
562,32.9,302,description302,name302,6042
567,59.8,776,description776,name776,6049
571,11.8,779,description779,name779,6054
575,27.7,78,description78,name78,6061
579,22.9,440,description440,name440,6065
584,17.3,73,description73,name73,6072
588,31.2,212,description212,name212,6077
592,37.1,1018,description1018,name1018,6083
594,46.7,1021,description1021,name1021,6088
598,26.8,105,description105,name105,6099
603,5.5,2106,description2106,name2106,6105
607,9.5,2109,description2109,name2109,6115
612,5.1,1686,description1686,name1686,6126
615,12.1,1690,description1690,name1690,6135
619,9.3,1694,description1694,name1694,6144
623,17.4,953,description953,name953,6151
627,12.6,536,description536,name536,6160
631,11.8,540,description540,name540,6167
635,5.7,167,description167,name167,6176
639,46.2,1025,description1025,name1025,6185
642,46.3,1027,description1027,name1027,6190
646,35.9,1030,description1030,name1030,6195
653,43.3,135,description135,name135,6208
657,28.9,2169,description2169,name2169,6217
660,46.4,2172,description2172,name2172,6225
664,67.2,522,description522,name522,6231
668,49.1,525,description525,name525,6236
671,17.4,565,description565,name565,6244
675,4.2,2512,description2512,name2512,6271
678,73.7,2517,description2517,name2517,6279
682,39.9,513,description513,name513,6289
687,33.7,519,description519,name519,6310
691,35.3,180,description180,name180,6319
693,55.8,182,description182,name182,6325
697,24.3,2637,description2637,name2637,6331
701,31.4,2641,description2641,name2641,6337
704,15.5,751,description751,name751,6347
707,11.7,2826,description2826,name2826,6351
710,11.6,2828,description2828,name2828,6358
713,19.6,2832,description2832,name2832,6364
716,14.2,205,description205,name205,6373
720,15.7,672,description672,name672,6381
723,39.8,676,description676,name676,6385
725,38.6,678,description678,name678,6389
731,30.8,3014,description3014,name3014,6393
732,131.5,3019,description3019,name3019,6398
737,12.4,3020,description3020,name3020,6402
741,23.8,641,description641,name641,6408
744,13.6,645,description645,name645,6413
750,18.4,901,description901,name901,6418
755,54,907,description907,name907,6424
759,49.8,413,description413,name413,6430
763,21.1,707,description707,name707,6436
767,36.5,711,description711,name711,6440
771,43.3,185,description185,name185,6446
774,108.8,723,description723,name723,6449
777,57.3,726,description726,name726,6453
780,52.1,729,description729,name729,6458
782,46.1,298,description298,name298,6463
784,46.6,1013,description1013,name1013,6468
787,51,4831,description4831,name4831,6470
789,43.4,4833,description4833,name4833,6476
791,50.7,4836,description4836,name4836,6482
795,63.9,4839,description4839,name4839,6494
798,45,626,description626,name626,6505
801,55.2,630,description630,name630,6512
804,52.5,632,description632,name632,6517
807,37.9,945,description945,name945,6521
810,53.3,948,description948,name948,6528
813,44,951,description951,name951,6535
816,30.8,1679,description1679,name1679,6542
819,19.3,1682,description1682,name1682,6547
823,52.1,139,description139,name139,6553
827,20.7,142,description142,name142,6561
831,13.1,270,description270,name270,6568
835,19.7,1151,description1151,name1151,6576
839,41.6,4897,description4897,name4897,6582
843,13.8,4901,description4901,name4901,6587
847,17.5,581,description581,name581,6597
850,16.4,584,description584,name584,6603
525,44.5,959,description959,name959,5985
530,90.7,369,description369,name369,5995
534,62.5,25,description25,name25,6003
539,38,29,description29,name29,6010
544,34.3,220,description220,name220,6016
